#ndep: 2897
#depth (km)    Vs_arithmetic (km/s)    Vs_geometric (km/s)
  1296.0           6.5661E+00              6.5660E+00
  1297.0           6.5667E+00              6.5666E+00
  1298.0           6.5672E+00              6.5672E+00
  1299.0           6.5678E+00              6.5678E+00
  1300.0           6.5684E+00              6.5684E+00
  1301.0           6.5690E+00              6.5689E+00
  1302.0           6.5696E+00              6.5695E+00
  1303.0           6.5701E+00              6.5701E+00
  1304.0           6.5707E+00              6.5707E+00
  1305.0           6.5713E+00              6.5713E+00
  1306.0           6.5719E+00              6.5718E+00
  1307.0           6.5725E+00              6.5724E+00
  1308.0           6.5730E+00              6.5730E+00
  1309.0           6.5736E+00              6.5736E+00
  1310.0           6.5742E+00              6.5742E+00
  1311.0           6.5748E+00              6.5747E+00
  1312.0           6.5754E+00              6.5753E+00
  1313.0           6.5760E+00              6.5759E+00
  1314.0           6.5765E+00              6.5765E+00
  1315.0           6.5771E+00              6.5771E+00
  1316.0           6.5777E+00              6.5776E+00
  1317.0           6.5783E+00              6.5782E+00
  1318.0           6.5788E+00              6.5788E+00
  1319.0           6.5794E+00              6.5794E+00
  1320.0           6.5800E+00              6.5800E+00
  1321.0           6.5806E+00              6.5805E+00
  1322.0           6.5812E+00              6.5811E+00
  1323.0           6.5817E+00              6.5817E+00
  1324.0           6.5823E+00              6.5823E+00
  1325.0           6.5829E+00              6.5828E+00
  1326.0           6.5835E+00              6.5834E+00
  1327.0           6.5840E+00              6.5840E+00
  1328.0           6.5846E+00              6.5846E+00
  1329.0           6.5852E+00              6.5852E+00
  1330.0           6.5858E+00              6.5857E+00
  1331.0           6.5864E+00              6.5863E+00
  1332.0           6.5869E+00              6.5869E+00
  1333.0           6.5875E+00              6.5875E+00
  1334.0           6.5881E+00              6.5880E+00
  1335.0           6.5886E+00              6.5886E+00
  1336.0           6.5892E+00              6.5892E+00
  1337.0           6.5898E+00              6.5897E+00
  1338.0           6.5904E+00              6.5903E+00
  1339.0           6.5910E+00              6.5909E+00
  1340.0           6.5915E+00              6.5915E+00
  1341.0           6.5921E+00              6.5920E+00
  1342.0           6.5927E+00              6.5926E+00
  1343.0           6.5932E+00              6.5932E+00
  1344.0           6.5938E+00              6.5938E+00
  1345.0           6.5944E+00              6.5943E+00
  1346.0           6.5950E+00              6.5949E+00
  1347.0           6.5955E+00              6.5955E+00
  1348.0           6.5961E+00              6.5961E+00
  1349.0           6.5967E+00              6.5966E+00
  1350.0           6.5973E+00              6.5972E+00
  1351.0           6.5978E+00              6.5978E+00
  1352.0           6.5984E+00              6.5984E+00
  1353.0           6.5990E+00              6.5989E+00
  1354.0           6.5995E+00              6.5995E+00
  1355.0           6.6001E+00              6.6001E+00
  1356.0           6.6007E+00              6.6006E+00
  1357.0           6.6013E+00              6.6012E+00
  1358.0           6.6018E+00              6.6018E+00
  1359.0           6.6024E+00              6.6024E+00
  1360.0           6.6030E+00              6.6029E+00
  1361.0           6.6035E+00              6.6035E+00
  1362.0           6.6041E+00              6.6041E+00
  1363.0           6.6047E+00              6.6046E+00
  1364.0           6.6053E+00              6.6052E+00
  1365.0           6.6058E+00              6.6058E+00
  1366.0           6.6064E+00              6.6063E+00
  1367.0           6.6070E+00              6.6069E+00
  1368.0           6.6075E+00              6.6075E+00
  1369.0           6.6081E+00              6.6081E+00
  1370.0           6.6087E+00              6.6086E+00
  1371.0           6.6092E+00              6.6092E+00
  1372.0           6.6098E+00              6.6098E+00
  1373.0           6.6104E+00              6.6103E+00
  1374.0           6.6109E+00              6.6109E+00
  1375.0           6.6115E+00              6.6115E+00
  1376.0           6.6121E+00              6.6120E+00
  1377.0           6.6126E+00              6.6126E+00
  1378.0           6.6132E+00              6.6132E+00
  1379.0           6.6138E+00              6.6137E+00
  1380.0           6.6144E+00              6.6143E+00
  1381.0           6.6149E+00              6.6149E+00
  1382.0           6.6155E+00              6.6154E+00
  1383.0           6.6161E+00              6.6160E+00
  1384.0           6.6166E+00              6.6166E+00
  1385.0           6.6172E+00              6.6171E+00
  1386.0           6.6178E+00              6.6177E+00
  1387.0           6.6183E+00              6.6183E+00
  1388.0           6.6189E+00              6.6188E+00
  1389.0           6.6195E+00              6.6194E+00
  1390.0           6.6200E+00              6.6200E+00
  1391.0           6.6206E+00              6.6205E+00
  1392.0           6.6212E+00              6.6211E+00
  1393.0           6.6217E+00              6.6217E+00
  1394.0           6.6223E+00              6.6222E+00
  1395.0           6.6229E+00              6.6228E+00
  1396.0           6.6234E+00              6.6234E+00
  1397.0           6.6240E+00              6.6239E+00
  1398.0           6.6245E+00              6.6245E+00
  1399.0           6.6251E+00              6.6251E+00
  1400.0           6.6257E+00              6.6256E+00
  1401.0           6.6262E+00              6.6262E+00
  1402.0           6.6268E+00              6.6268E+00
  1403.0           6.6274E+00              6.6273E+00
  1404.0           6.6279E+00              6.6279E+00
  1405.0           6.6285E+00              6.6284E+00
  1406.0           6.6290E+00              6.6290E+00
  1407.0           6.6296E+00              6.6296E+00
  1408.0           6.6302E+00              6.6301E+00
  1409.0           6.6307E+00              6.6307E+00
  1410.0           6.6313E+00              6.6313E+00
  1411.0           6.6319E+00              6.6318E+00
  1412.0           6.6324E+00              6.6324E+00
  1413.0           6.6330E+00              6.6329E+00
  1414.0           6.6335E+00              6.6335E+00
  1415.0           6.6341E+00              6.6341E+00
  1416.0           6.6347E+00              6.6346E+00
  1417.0           6.6352E+00              6.6352E+00
  1418.0           6.6358E+00              6.6358E+00
  1419.0           6.6363E+00              6.6363E+00
  1420.0           6.6369E+00              6.6369E+00
  1421.0           6.6375E+00              6.6374E+00
  1422.0           6.6380E+00              6.6380E+00
  1423.0           6.6386E+00              6.6386E+00
  1424.0           6.6392E+00              6.6391E+00
  1425.0           6.6397E+00              6.6397E+00
  1426.0           6.6403E+00              6.6402E+00
  1427.0           6.6408E+00              6.6408E+00
  1428.0           6.6414E+00              6.6414E+00
  1429.0           6.6420E+00              6.6419E+00
  1430.0           6.6425E+00              6.6425E+00
  1431.0           6.6431E+00              6.6430E+00
  1432.0           6.6436E+00              6.6436E+00
  1433.0           6.6442E+00              6.6441E+00
  1434.0           6.6448E+00              6.6447E+00
  1435.0           6.6453E+00              6.6453E+00
  1436.0           6.6459E+00              6.6458E+00
  1437.0           6.6464E+00              6.6464E+00
  1438.0           6.6470E+00              6.6469E+00
  1439.0           6.6475E+00              6.6475E+00
  1440.0           6.6481E+00              6.6480E+00
  1441.0           6.6487E+00              6.6486E+00
  1442.0           6.6492E+00              6.6492E+00
  1443.0           6.6498E+00              6.6497E+00
  1444.0           6.6503E+00              6.6503E+00
  1445.0           6.6509E+00              6.6508E+00
  1446.0           6.6514E+00              6.6514E+00
  1447.0           6.6520E+00              6.6520E+00
  1448.0           6.6525E+00              6.6525E+00
  1449.0           6.6531E+00              6.6531E+00
  1450.0           6.6537E+00              6.6536E+00
  1451.0           6.6542E+00              6.6542E+00
  1452.0           6.6548E+00              6.6547E+00
  1453.0           6.6553E+00              6.6553E+00
  1454.0           6.6559E+00              6.6558E+00
  1455.0           6.6564E+00              6.6564E+00
  1456.0           6.6570E+00              6.6569E+00
  1457.0           6.6576E+00              6.6575E+00
  1458.0           6.6581E+00              6.6581E+00
  1459.0           6.6587E+00              6.6586E+00
  1460.0           6.6592E+00              6.6592E+00
  1461.0           6.6598E+00              6.6597E+00
  1462.0           6.6603E+00              6.6603E+00
  1463.0           6.6609E+00              6.6608E+00
  1464.0           6.6614E+00              6.6614E+00
  1465.0           6.6620E+00              6.6619E+00
  1466.0           6.6625E+00              6.6625E+00
  1467.0           6.6631E+00              6.6630E+00
  1468.0           6.6636E+00              6.6636E+00
  1469.0           6.6642E+00              6.6641E+00
  1470.0           6.6647E+00              6.6647E+00
  1471.0           6.6653E+00              6.6653E+00
  1472.0           6.6658E+00              6.6658E+00
  1473.0           6.6664E+00              6.6664E+00
  1474.0           6.6670E+00              6.6669E+00
  1475.0           6.6675E+00              6.6675E+00
  1476.0           6.6681E+00              6.6680E+00
  1477.0           6.6686E+00              6.6686E+00
  1478.0           6.6692E+00              6.6691E+00
  1479.0           6.6697E+00              6.6697E+00
  1480.0           6.6703E+00              6.6702E+00
  1481.0           6.6708E+00              6.6708E+00
  1482.0           6.6714E+00              6.6713E+00
  1483.0           6.6719E+00              6.6719E+00
  1484.0           6.6725E+00              6.6724E+00
  1485.0           6.6730E+00              6.6730E+00
  1486.0           6.6736E+00              6.6735E+00
  1487.0           6.6741E+00              6.6741E+00
  1488.0           6.6747E+00              6.6746E+00
  1489.0           6.6752E+00              6.6752E+00
  1490.0           6.6758E+00              6.6757E+00
  1491.0           6.6763E+00              6.6763E+00
  1492.0           6.6769E+00              6.6768E+00
  1493.0           6.6774E+00              6.6774E+00
  1494.0           6.6780E+00              6.6779E+00
  1495.0           6.6785E+00              6.6785E+00
  1496.0           6.6791E+00              6.6790E+00
  1497.0           6.6796E+00              6.6796E+00
  1498.0           6.6802E+00              6.6801E+00
  1499.0           6.6807E+00              6.6807E+00
  1500.0           6.6813E+00              6.6812E+00
  1501.0           6.6818E+00              6.6818E+00
  1502.0           6.6824E+00              6.6823E+00
  1503.0           6.6829E+00              6.6829E+00
  1504.0           6.6834E+00              6.6834E+00
  1505.0           6.6840E+00              6.6840E+00
  1506.0           6.6845E+00              6.6845E+00
  1507.0           6.6851E+00              6.6850E+00
  1508.0           6.6856E+00              6.6856E+00
  1509.0           6.6862E+00              6.6861E+00
  1510.0           6.6867E+00              6.6867E+00
  1511.0           6.6873E+00              6.6872E+00
  1512.0           6.6878E+00              6.6878E+00
  1513.0           6.6884E+00              6.6883E+00
  1514.0           6.6889E+00              6.6889E+00
  1515.0           6.6895E+00              6.6894E+00
  1516.0           6.6900E+00              6.6900E+00
  1517.0           6.6905E+00              6.6905E+00
  1518.0           6.6911E+00              6.6911E+00
  1519.0           6.6916E+00              6.6916E+00
  1520.0           6.6922E+00              6.6921E+00
  1521.0           6.6927E+00              6.6927E+00
  1522.0           6.6933E+00              6.6932E+00
  1523.0           6.6938E+00              6.6938E+00
  1524.0           6.6944E+00              6.6943E+00
  1525.0           6.6949E+00              6.6949E+00
  1526.0           6.6955E+00              6.6954E+00
  1527.0           6.6960E+00              6.6960E+00
  1528.0           6.6965E+00              6.6965E+00
  1529.0           6.6971E+00              6.6970E+00
  1530.0           6.6976E+00              6.6976E+00
  1531.0           6.6982E+00              6.6981E+00
  1532.0           6.6987E+00              6.6987E+00
  1533.0           6.6993E+00              6.6992E+00
  1534.0           6.6998E+00              6.6998E+00
  1535.0           6.7003E+00              6.7003E+00
  1536.0           6.7009E+00              6.7008E+00
  1537.0           6.7014E+00              6.7014E+00
  1538.0           6.7020E+00              6.7019E+00
  1539.0           6.7025E+00              6.7025E+00
  1540.0           6.7031E+00              6.7030E+00
  1541.0           6.7036E+00              6.7036E+00
  1542.0           6.7041E+00              6.7041E+00
  1543.0           6.7047E+00              6.7046E+00
  1544.0           6.7052E+00              6.7052E+00
  1545.0           6.7058E+00              6.7057E+00
  1546.0           6.7063E+00              6.7063E+00
  1547.0           6.7069E+00              6.7068E+00
  1548.0           6.7074E+00              6.7073E+00
  1549.0           6.7079E+00              6.7079E+00
  1550.0           6.7085E+00              6.7084E+00
  1551.0           6.7090E+00              6.7090E+00
  1552.0           6.7096E+00              6.7095E+00
  1553.0           6.7101E+00              6.7101E+00
  1554.0           6.7106E+00              6.7106E+00
  1555.0           6.7112E+00              6.7111E+00
  1556.0           6.7117E+00              6.7117E+00
  1557.0           6.7123E+00              6.7122E+00
  1558.0           6.7128E+00              6.7128E+00
  1559.0           6.7133E+00              6.7133E+00
  1560.0           6.7139E+00              6.7138E+00
  1561.0           6.7144E+00              6.7144E+00
  1562.0           6.7149E+00              6.7149E+00
  1563.0           6.7155E+00              6.7154E+00
  1564.0           6.7160E+00              6.7160E+00
  1565.0           6.7166E+00              6.7165E+00
  1566.0           6.7171E+00              6.7171E+00
  1567.0           6.7176E+00              6.7176E+00
  1568.0           6.7182E+00              6.7181E+00
  1569.0           6.7187E+00              6.7187E+00
  1570.0           6.7193E+00              6.7192E+00
  1571.0           6.7198E+00              6.7198E+00
  1572.0           6.7203E+00              6.7203E+00
  1573.0           6.7209E+00              6.7208E+00
  1574.0           6.7214E+00              6.7214E+00
  1575.0           6.7219E+00              6.7219E+00
  1576.0           6.7225E+00              6.7224E+00
  1577.0           6.7230E+00              6.7230E+00
  1578.0           6.7236E+00              6.7235E+00
  1579.0           6.7241E+00              6.7241E+00
  1580.0           6.7246E+00              6.7246E+00
  1581.0           6.7252E+00              6.7251E+00
  1582.0           6.7257E+00              6.7257E+00
  1583.0           6.7262E+00              6.7262E+00
  1584.0           6.7268E+00              6.7267E+00
  1585.0           6.7273E+00              6.7273E+00
  1586.0           6.7278E+00              6.7278E+00
  1587.0           6.7284E+00              6.7283E+00
  1588.0           6.7289E+00              6.7289E+00
  1589.0           6.7294E+00              6.7294E+00
  1590.0           6.7300E+00              6.7299E+00
  1591.0           6.7305E+00              6.7305E+00
  1592.0           6.7311E+00              6.7310E+00
  1593.0           6.7316E+00              6.7315E+00
  1594.0           6.7321E+00              6.7321E+00
  1595.0           6.7327E+00              6.7326E+00
  1596.0           6.7332E+00              6.7331E+00
  1597.0           6.7337E+00              6.7337E+00
  1598.0           6.7343E+00              6.7342E+00
  1599.0           6.7348E+00              6.7347E+00
  1600.0           6.7353E+00              6.7353E+00
  1601.0           6.7359E+00              6.7358E+00
  1602.0           6.7364E+00              6.7363E+00
  1603.0           6.7369E+00              6.7369E+00
  1604.0           6.7375E+00              6.7374E+00
  1605.0           6.7380E+00              6.7379E+00
  1606.0           6.7385E+00              6.7385E+00
  1607.0           6.7391E+00              6.7390E+00
  1608.0           6.7396E+00              6.7395E+00
  1609.0           6.7401E+00              6.7401E+00
  1610.0           6.7407E+00              6.7406E+00
  1611.0           6.7412E+00              6.7411E+00
  1612.0           6.7417E+00              6.7417E+00
  1613.0           6.7423E+00              6.7422E+00
  1614.0           6.7428E+00              6.7427E+00
  1615.0           6.7433E+00              6.7433E+00
  1616.0           6.7438E+00              6.7438E+00
  1617.0           6.7444E+00              6.7443E+00
  1618.0           6.7449E+00              6.7449E+00
  1619.0           6.7454E+00              6.7454E+00
  1620.0           6.7460E+00              6.7459E+00
  1621.0           6.7465E+00              6.7465E+00
  1622.0           6.7470E+00              6.7470E+00
  1623.0           6.7476E+00              6.7475E+00
  1624.0           6.7481E+00              6.7481E+00
  1625.0           6.7486E+00              6.7486E+00
  1626.0           6.7492E+00              6.7491E+00
  1627.0           6.7497E+00              6.7496E+00
  1628.0           6.7502E+00              6.7502E+00
  1629.0           6.7507E+00              6.7507E+00
  1630.0           6.7513E+00              6.7512E+00
  1631.0           6.7518E+00              6.7518E+00
  1632.0           6.7523E+00              6.7523E+00
  1633.0           6.7529E+00              6.7528E+00
  1634.0           6.7534E+00              6.7533E+00
  1635.0           6.7539E+00              6.7539E+00
  1636.0           6.7544E+00              6.7544E+00
  1637.0           6.7550E+00              6.7549E+00
  1638.0           6.7555E+00              6.7555E+00
  1639.0           6.7560E+00              6.7560E+00
  1640.0           6.7566E+00              6.7565E+00
  1641.0           6.7571E+00              6.7570E+00
  1642.0           6.7576E+00              6.7576E+00
  1643.0           6.7581E+00              6.7581E+00
  1644.0           6.7587E+00              6.7586E+00
  1645.0           6.7592E+00              6.7592E+00
  1646.0           6.7597E+00              6.7597E+00
  1647.0           6.7603E+00              6.7602E+00
  1648.0           6.7608E+00              6.7607E+00
  1649.0           6.7613E+00              6.7613E+00
  1650.0           6.7618E+00              6.7618E+00
  1651.0           6.7624E+00              6.7623E+00
  1652.0           6.7629E+00              6.7628E+00
  1653.0           6.7634E+00              6.7634E+00
  1654.0           6.7639E+00              6.7639E+00
  1655.0           6.7645E+00              6.7644E+00
  1656.0           6.7650E+00              6.7649E+00
  1657.0           6.7655E+00              6.7655E+00
  1658.0           6.7660E+00              6.7660E+00
  1659.0           6.7666E+00              6.7665E+00
  1660.0           6.7671E+00              6.7670E+00
  1661.0           6.7676E+00              6.7676E+00
  1662.0           6.7681E+00              6.7681E+00
  1663.0           6.7687E+00              6.7686E+00
  1664.0           6.7692E+00              6.7692E+00
  1665.0           6.7697E+00              6.7697E+00
  1666.0           6.7702E+00              6.7702E+00
  1667.0           6.7708E+00              6.7707E+00
  1668.0           6.7713E+00              6.7712E+00
  1669.0           6.7718E+00              6.7718E+00
  1670.0           6.7723E+00              6.7723E+00
  1671.0           6.7729E+00              6.7728E+00
  1672.0           6.7734E+00              6.7733E+00
  1673.0           6.7739E+00              6.7739E+00
  1674.0           6.7744E+00              6.7744E+00
  1675.0           6.7749E+00              6.7749E+00
  1676.0           6.7755E+00              6.7754E+00
  1677.0           6.7760E+00              6.7760E+00
  1678.0           6.7765E+00              6.7765E+00
  1679.0           6.7770E+00              6.7770E+00
  1680.0           6.7776E+00              6.7775E+00
  1681.0           6.7781E+00              6.7780E+00
  1682.0           6.7786E+00              6.7786E+00
  1683.0           6.7791E+00              6.7791E+00
  1684.0           6.7797E+00              6.7796E+00
  1685.0           6.7802E+00              6.7801E+00
  1686.0           6.7807E+00              6.7807E+00
  1687.0           6.7812E+00              6.7812E+00
  1688.0           6.7817E+00              6.7817E+00
  1689.0           6.7823E+00              6.7822E+00
  1690.0           6.7828E+00              6.7827E+00
  1691.0           6.7833E+00              6.7833E+00
  1692.0           6.7838E+00              6.7838E+00
  1693.0           6.7844E+00              6.7843E+00
  1694.0           6.7849E+00              6.7848E+00
  1695.0           6.7854E+00              6.7853E+00
  1696.0           6.7859E+00              6.7859E+00
  1697.0           6.7864E+00              6.7864E+00
  1698.0           6.7870E+00              6.7869E+00
  1699.0           6.7875E+00              6.7874E+00
  1700.0           6.7880E+00              6.7879E+00
  1701.0           6.7885E+00              6.7885E+00
  1702.0           6.7890E+00              6.7890E+00
  1703.0           6.7895E+00              6.7895E+00
  1704.0           6.7901E+00              6.7900E+00
  1705.0           6.7906E+00              6.7905E+00
  1706.0           6.7911E+00              6.7911E+00
  1707.0           6.7916E+00              6.7916E+00
  1708.0           6.7921E+00              6.7921E+00
  1709.0           6.7927E+00              6.7926E+00
  1710.0           6.7932E+00              6.7931E+00
  1711.0           6.7937E+00              6.7937E+00
  1712.0           6.7942E+00              6.7942E+00
  1713.0           6.7947E+00              6.7947E+00
  1714.0           6.7953E+00              6.7952E+00
  1715.0           6.7958E+00              6.7957E+00
  1716.0           6.7963E+00              6.7962E+00
  1717.0           6.7968E+00              6.7967E+00
  1718.0           6.7973E+00              6.7973E+00
  1719.0           6.7978E+00              6.7978E+00
  1720.0           6.7983E+00              6.7983E+00
  1721.0           6.7989E+00              6.7988E+00
  1722.0           6.7994E+00              6.7993E+00
  1723.0           6.7999E+00              6.7999E+00
  1724.0           6.8004E+00              6.8004E+00
  1725.0           6.8009E+00              6.8009E+00
  1726.0           6.8014E+00              6.8014E+00
  1727.0           6.8020E+00              6.8019E+00
  1728.0           6.8025E+00              6.8024E+00
  1729.0           6.8030E+00              6.8029E+00
  1730.0           6.8035E+00              6.8035E+00
  1731.0           6.8040E+00              6.8040E+00
  1732.0           6.8045E+00              6.8045E+00
  1733.0           6.8051E+00              6.8050E+00
  1734.0           6.8056E+00              6.8055E+00
  1735.0           6.8061E+00              6.8060E+00
  1736.0           6.8066E+00              6.8065E+00
  1737.0           6.8071E+00              6.8071E+00
  1738.0           6.8076E+00              6.8076E+00
  1739.0           6.8081E+00              6.8081E+00
  1740.0           6.8087E+00              6.8086E+00
  1741.0           6.8092E+00              6.8091E+00
  1742.0           6.8097E+00              6.8096E+00
  1743.0           6.8102E+00              6.8102E+00
  1744.0           6.8107E+00              6.8107E+00
  1745.0           6.8112E+00              6.8112E+00
  1746.0           6.8117E+00              6.8117E+00
  1747.0           6.8122E+00              6.8122E+00
  1748.0           6.8128E+00              6.8127E+00
  1749.0           6.8133E+00              6.8132E+00
  1750.0           6.8138E+00              6.8137E+00
  1751.0           6.8143E+00              6.8143E+00
  1752.0           6.8148E+00              6.8148E+00
  1753.0           6.8153E+00              6.8153E+00
  1754.0           6.8158E+00              6.8158E+00
  1755.0           6.8163E+00              6.8163E+00
  1756.0           6.8169E+00              6.8168E+00
  1757.0           6.8174E+00              6.8173E+00
  1758.0           6.8179E+00              6.8178E+00
  1759.0           6.8184E+00              6.8183E+00
  1760.0           6.8189E+00              6.8189E+00
  1761.0           6.8194E+00              6.8194E+00
  1762.0           6.8199E+00              6.8199E+00
  1763.0           6.8204E+00              6.8204E+00
  1764.0           6.8210E+00              6.8209E+00
  1765.0           6.8215E+00              6.8214E+00
  1766.0           6.8220E+00              6.8219E+00
  1767.0           6.8225E+00              6.8224E+00
  1768.0           6.8230E+00              6.8229E+00
  1769.0           6.8235E+00              6.8235E+00
  1770.0           6.8240E+00              6.8240E+00
  1771.0           6.8245E+00              6.8245E+00
  1772.0           6.8250E+00              6.8250E+00
  1773.0           6.8255E+00              6.8255E+00
  1774.0           6.8260E+00              6.8260E+00
  1775.0           6.8265E+00              6.8265E+00
  1776.0           6.8271E+00              6.8270E+00
  1777.0           6.8276E+00              6.8275E+00
  1778.0           6.8281E+00              6.8280E+00
  1779.0           6.8286E+00              6.8285E+00
  1780.0           6.8291E+00              6.8291E+00
  1781.0           6.8296E+00              6.8296E+00
  1782.0           6.8301E+00              6.8301E+00
  1783.0           6.8306E+00              6.8306E+00
  1784.0           6.8311E+00              6.8311E+00
  1785.0           6.8316E+00              6.8316E+00
  1786.0           6.8321E+00              6.8321E+00
  1787.0           6.8326E+00              6.8326E+00
  1788.0           6.8331E+00              6.8331E+00
  1789.0           6.8337E+00              6.8336E+00
  1790.0           6.8342E+00              6.8341E+00
  1791.0           6.8347E+00              6.8346E+00
  1792.0           6.8352E+00              6.8351E+00
  1793.0           6.8357E+00              6.8356E+00
  1794.0           6.8362E+00              6.8361E+00
  1795.0           6.8367E+00              6.8367E+00
  1796.0           6.8372E+00              6.8371E+00
  1797.0           6.8377E+00              6.8377E+00
  1798.0           6.8382E+00              6.8382E+00
  1799.0           6.8387E+00              6.8387E+00
  1800.0           6.8392E+00              6.8392E+00
  1801.0           6.8397E+00              6.8397E+00
  1802.0           6.8402E+00              6.8402E+00
  1803.0           6.8407E+00              6.8407E+00
  1804.0           6.8412E+00              6.8412E+00
  1805.0           6.8418E+00              6.8417E+00
  1806.0           6.8423E+00              6.8422E+00
  1807.0           6.8428E+00              6.8427E+00
  1808.0           6.8433E+00              6.8432E+00
  1809.0           6.8438E+00              6.8437E+00
  1810.0           6.8443E+00              6.8442E+00
  1811.0           6.8448E+00              6.8447E+00
  1812.0           6.8453E+00              6.8452E+00
  1813.0           6.8458E+00              6.8457E+00
  1814.0           6.8463E+00              6.8462E+00
  1815.0           6.8468E+00              6.8467E+00
  1816.0           6.8473E+00              6.8472E+00
  1817.0           6.8478E+00              6.8477E+00
  1818.0           6.8483E+00              6.8482E+00
  1819.0           6.8488E+00              6.8487E+00
  1820.0           6.8493E+00              6.8492E+00
  1821.0           6.8498E+00              6.8498E+00
  1822.0           6.8503E+00              6.8503E+00
  1823.0           6.8508E+00              6.8508E+00
  1824.0           6.8513E+00              6.8513E+00
  1825.0           6.8518E+00              6.8518E+00
  1826.0           6.8523E+00              6.8523E+00
  1827.0           6.8528E+00              6.8528E+00
  1828.0           6.8533E+00              6.8533E+00
  1829.0           6.8538E+00              6.8538E+00
  1830.0           6.8543E+00              6.8543E+00
  1831.0           6.8548E+00              6.8548E+00
  1832.0           6.8553E+00              6.8553E+00
  1833.0           6.8558E+00              6.8558E+00
  1834.0           6.8563E+00              6.8563E+00
  1835.0           6.8568E+00              6.8568E+00
  1836.0           6.8573E+00              6.8573E+00
  1837.0           6.8578E+00              6.8578E+00
  1838.0           6.8583E+00              6.8583E+00
  1839.0           6.8588E+00              6.8588E+00
  1840.0           6.8593E+00              6.8593E+00
  1841.0           6.8598E+00              6.8598E+00
  1842.0           6.8603E+00              6.8603E+00
  1843.0           6.8608E+00              6.8608E+00
  1844.0           6.8613E+00              6.8613E+00
  1845.0           6.8618E+00              6.8618E+00
  1846.0           6.8623E+00              6.8623E+00
  1847.0           6.8628E+00              6.8628E+00
  1848.0           6.8633E+00              6.8633E+00
  1849.0           6.8638E+00              6.8637E+00
  1850.0           6.8643E+00              6.8642E+00
  1851.0           6.8648E+00              6.8647E+00
  1852.0           6.8653E+00              6.8652E+00
  1853.0           6.8658E+00              6.8657E+00
  1854.0           6.8663E+00              6.8662E+00
  1855.0           6.8668E+00              6.8667E+00
  1856.0           6.8673E+00              6.8672E+00
  1857.0           6.8678E+00              6.8677E+00
  1858.0           6.8683E+00              6.8682E+00
  1859.0           6.8688E+00              6.8687E+00
  1860.0           6.8693E+00              6.8692E+00
  1861.0           6.8698E+00              6.8697E+00
  1862.0           6.8703E+00              6.8702E+00
  1863.0           6.8708E+00              6.8707E+00
  1864.0           6.8713E+00              6.8712E+00
  1865.0           6.8717E+00              6.8717E+00
  1866.0           6.8722E+00              6.8722E+00
  1867.0           6.8727E+00              6.8727E+00
  1868.0           6.8732E+00              6.8732E+00
  1869.0           6.8737E+00              6.8737E+00
  1870.0           6.8742E+00              6.8742E+00
  1871.0           6.8747E+00              6.8747E+00
  1872.0           6.8752E+00              6.8752E+00
  1873.0           6.8757E+00              6.8756E+00
  1874.0           6.8762E+00              6.8761E+00
  1875.0           6.8767E+00              6.8766E+00
  1876.0           6.8772E+00              6.8771E+00
  1877.0           6.8777E+00              6.8776E+00
  1878.0           6.8782E+00              6.8781E+00
  1879.0           6.8787E+00              6.8786E+00
  1880.0           6.8792E+00              6.8791E+00
  1881.0           6.8797E+00              6.8796E+00
  1882.0           6.8802E+00              6.8801E+00
  1883.0           6.8806E+00              6.8806E+00
  1884.0           6.8811E+00              6.8811E+00
  1885.0           6.8816E+00              6.8816E+00
  1886.0           6.8821E+00              6.8821E+00
  1887.0           6.8826E+00              6.8826E+00
  1888.0           6.8831E+00              6.8831E+00
  1889.0           6.8836E+00              6.8835E+00
  1890.0           6.8841E+00              6.8840E+00
  1891.0           6.8846E+00              6.8845E+00
  1892.0           6.8851E+00              6.8850E+00
  1893.0           6.8856E+00              6.8855E+00
  1894.0           6.8861E+00              6.8860E+00
  1895.0           6.8865E+00              6.8865E+00
  1896.0           6.8870E+00              6.8870E+00
  1897.0           6.8875E+00              6.8875E+00
  1898.0           6.8880E+00              6.8880E+00
  1899.0           6.8885E+00              6.8884E+00
  1900.0           6.8890E+00              6.8889E+00
  1901.0           6.8895E+00              6.8894E+00
  1902.0           6.8900E+00              6.8899E+00
  1903.0           6.8905E+00              6.8904E+00
  1904.0           6.8910E+00              6.8909E+00
  1905.0           6.8914E+00              6.8914E+00
  1906.0           6.8919E+00              6.8919E+00
  1907.0           6.8924E+00              6.8924E+00
  1908.0           6.8929E+00              6.8929E+00
  1909.0           6.8934E+00              6.8934E+00
  1910.0           6.8939E+00              6.8938E+00
  1911.0           6.8944E+00              6.8943E+00
  1912.0           6.8949E+00              6.8948E+00
  1913.0           6.8954E+00              6.8953E+00
  1914.0           6.8959E+00              6.8958E+00
  1915.0           6.8963E+00              6.8963E+00
  1916.0           6.8968E+00              6.8968E+00
  1917.0           6.8973E+00              6.8973E+00
  1918.0           6.8978E+00              6.8977E+00
  1919.0           6.8983E+00              6.8982E+00
  1920.0           6.8988E+00              6.8987E+00
  1921.0           6.8993E+00              6.8992E+00
  1922.0           6.8998E+00              6.8997E+00
  1923.0           6.9002E+00              6.9002E+00
  1924.0           6.9007E+00              6.9007E+00
  1925.0           6.9012E+00              6.9012E+00
  1926.0           6.9017E+00              6.9016E+00
  1927.0           6.9022E+00              6.9021E+00
  1928.0           6.9027E+00              6.9026E+00
  1929.0           6.9032E+00              6.9031E+00
