#ndep: 2897
#depth (km)    Vs_arithmetic (km/s)    Vs_geometric (km/s)
  2568.0           7.1956E+00              7.1955E+00
  2569.0           7.1961E+00              7.1960E+00
  2570.0           7.1966E+00              7.1964E+00
  2571.0           7.1971E+00              7.1969E+00
  2572.0           7.1976E+00              7.1974E+00
  2573.0           7.1981E+00              7.1979E+00
  2574.0           7.1986E+00              7.1984E+00
  2575.0           7.1991E+00              7.1989E+00
  2576.0           7.1995E+00              7.1994E+00
  2577.0           7.2000E+00              7.1999E+00
  2578.0           7.2005E+00              7.2004E+00
  2579.0           7.2010E+00              7.2009E+00
  2580.0           7.2015E+00              7.2013E+00
  2581.0           7.2020E+00              7.2018E+00
  2582.0           7.2025E+00              7.2023E+00
  2583.0           7.2030E+00              7.2028E+00
  2584.0           7.2035E+00              7.2033E+00
  2585.0           7.2040E+00              7.2038E+00
  2586.0           7.2045E+00              7.2043E+00
  2587.0           7.2050E+00              7.2048E+00
  2588.0           7.2055E+00              7.2053E+00
  2589.0           7.2060E+00              7.2058E+00
  2590.0           7.2065E+00              7.2063E+00
  2591.0           7.2070E+00              7.2068E+00
  2592.0           7.2075E+00              7.2073E+00
  2593.0           7.2080E+00              7.2078E+00
  2594.0           7.2085E+00              7.2083E+00
  2595.0           7.2089E+00              7.2088E+00
  2596.0           7.2094E+00              7.2093E+00
  2597.0           7.2099E+00              7.2098E+00
  2598.0           7.2104E+00              7.2103E+00
  2599.0           7.2109E+00              7.2108E+00
  2600.0           7.2114E+00              7.2113E+00
  2601.0           7.2119E+00              7.2118E+00
  2602.0           7.2124E+00              7.2123E+00
  2603.0           7.2129E+00              7.2128E+00
  2604.0           7.2134E+00              7.2133E+00
  2605.0           7.2139E+00              7.2138E+00
  2606.0           7.2144E+00              7.2143E+00
  2607.0           7.2149E+00              7.2148E+00
  2608.0           7.2155E+00              7.2153E+00
  2609.0           7.2160E+00              7.2158E+00
  2610.0           7.2165E+00              7.2163E+00
  2611.0           7.2170E+00              7.2168E+00
  2612.0           7.2175E+00              7.2173E+00
  2613.0           7.2180E+00              7.2178E+00
  2614.0           7.2185E+00              7.2183E+00
  2615.0           7.2190E+00              7.2188E+00
  2616.0           7.2195E+00              7.2193E+00
  2617.0           7.2200E+00              7.2198E+00
  2618.0           7.2205E+00              7.2203E+00
  2619.0           7.2210E+00              7.2208E+00
  2620.0           7.2215E+00              7.2213E+00
  2621.0           7.2220E+00              7.2218E+00
  2622.0           7.2225E+00              7.2223E+00
  2623.0           7.2230E+00              7.2228E+00
  2624.0           7.2235E+00              7.2233E+00
  2625.0           7.2240E+00              7.2238E+00
  2626.0           7.2245E+00              7.2243E+00
  2627.0           7.2250E+00              7.2248E+00
  2628.0           7.2255E+00              7.2254E+00
  2629.0           7.2261E+00              7.2259E+00
  2630.0           7.2266E+00              7.2264E+00
  2631.0           7.2271E+00              7.2269E+00
  2632.0           7.2276E+00              7.2274E+00
  2633.0           7.2281E+00              7.2279E+00
  2634.0           7.2286E+00              7.2284E+00
  2635.0           7.2291E+00              7.2289E+00
  2636.0           7.2296E+00              7.2294E+00
  2637.0           7.2301E+00              7.2299E+00
  2638.0           7.2306E+00              7.2304E+00
  2639.0           7.2311E+00              7.2309E+00
  2640.0           7.2316E+00              7.2314E+00
  2641.0           7.2322E+00              7.2320E+00
  2642.0           7.2327E+00              7.2325E+00
  2643.0           7.2332E+00              7.2330E+00
  2644.0           7.2337E+00              7.2335E+00
  2645.0           7.2342E+00              7.2340E+00
  2646.0           7.2347E+00              7.2345E+00
  2647.0           7.2352E+00              7.2350E+00
  2648.0           7.2357E+00              7.2355E+00
  2649.0           7.2362E+00              7.2360E+00
  2650.0           7.2367E+00              7.2365E+00
  2651.0           7.2373E+00              7.2370E+00
  2652.0           7.2378E+00              7.2376E+00
  2653.0           7.2383E+00              7.2381E+00
  2654.0           7.2388E+00              7.2386E+00
  2655.0           7.2393E+00              7.2391E+00
  2656.0           7.2398E+00              7.2396E+00
  2657.0           7.2403E+00              7.2401E+00
  2658.0           7.2408E+00              7.2406E+00
  2659.0           7.2413E+00              7.2411E+00
  2660.0           7.2419E+00              7.2416E+00
  2661.0           7.2424E+00              7.2422E+00
  2662.0           7.2429E+00              7.2427E+00
  2663.0           7.2434E+00              7.2432E+00
  2664.0           7.2439E+00              7.2437E+00
  2665.0           7.2444E+00              7.2442E+00
  2666.0           7.2449E+00              7.2447E+00
  2667.0           7.2454E+00              7.2452E+00
  2668.0           7.2460E+00              7.2457E+00
  2669.0           7.2465E+00              7.2463E+00
  2670.0           7.2470E+00              7.2468E+00
  2671.0           7.2475E+00              7.2473E+00
  2672.0           7.2480E+00              7.2478E+00
  2673.0           7.2485E+00              7.2483E+00
  2674.0           7.2490E+00              7.2488E+00
  2675.0           7.2496E+00              7.2493E+00
  2676.0           7.2501E+00              7.2498E+00
  2677.0           7.2506E+00              7.2504E+00
  2678.0           7.2511E+00              7.2509E+00
  2679.0           7.2516E+00              7.2514E+00
  2680.0           7.2521E+00              7.2519E+00
  2681.0           7.2526E+00              7.2524E+00
  2682.0           7.2532E+00              7.2529E+00
  2683.0           7.2537E+00              7.2534E+00
  2684.0           7.2542E+00              7.2539E+00
  2685.0           7.2547E+00              7.2545E+00
  2686.0           7.2552E+00              7.2550E+00
  2687.0           7.2557E+00              7.2555E+00
  2688.0           7.2562E+00              7.2560E+00
  2689.0           7.2567E+00              7.2565E+00
  2690.0           7.2573E+00              7.2570E+00
  2691.0           7.2578E+00              7.2575E+00
  2692.0           7.2583E+00              7.2581E+00
  2693.0           7.2588E+00              7.2586E+00
  2694.0           7.2593E+00              7.2591E+00
  2695.0           7.2598E+00              7.2596E+00
  2696.0           7.2603E+00              7.2601E+00
  2697.0           7.2609E+00              7.2606E+00
  2698.0           7.2614E+00              7.2611E+00
  2699.0           7.2619E+00              7.2617E+00
  2700.0           7.2624E+00              7.2622E+00
  2701.0           7.2629E+00              7.2627E+00
  2702.0           7.2634E+00              7.2632E+00
  2703.0           7.2639E+00              7.2637E+00
  2704.0           7.2645E+00              7.2642E+00
  2705.0           7.2650E+00              7.2647E+00
  2706.0           7.2655E+00              7.2652E+00
  2707.0           7.2660E+00              7.2658E+00
  2708.0           7.2665E+00              7.2663E+00
  2709.0           7.2670E+00              7.2668E+00
  2710.0           7.2675E+00              7.2673E+00
  2711.0           7.2681E+00              7.2678E+00
  2712.0           7.2686E+00              7.2683E+00
  2713.0           7.2691E+00              7.2688E+00
  2714.0           7.2696E+00              7.2693E+00
  2715.0           7.2701E+00              7.2699E+00
  2716.0           7.2706E+00              7.2704E+00
  2717.0           7.2711E+00              7.2709E+00
  2718.0           7.2716E+00              7.2714E+00
  2719.0           7.2722E+00              7.2719E+00
  2720.0           7.2727E+00              7.2724E+00
  2721.0           7.2732E+00              7.2729E+00
  2722.0           7.2737E+00              7.2734E+00
  2723.0           7.2742E+00              7.2740E+00
  2724.0           7.2747E+00              7.2745E+00
  2725.0           7.2752E+00              7.2750E+00
  2726.0           7.2757E+00              7.2755E+00
  2727.0           7.2763E+00              7.2760E+00
  2728.0           7.2768E+00              7.2765E+00
  2729.0           7.2773E+00              7.2770E+00
  2730.0           7.2778E+00              7.2775E+00
  2731.0           7.2783E+00              7.2780E+00
  2732.0           7.2788E+00              7.2786E+00
  2733.0           7.2793E+00              7.2791E+00
  2734.0           7.2798E+00              7.2796E+00
  2735.0           7.2804E+00              7.2801E+00
  2736.0           7.2809E+00              7.2806E+00
  2737.0           7.2814E+00              7.2811E+00
  2738.0           7.2819E+00              7.2816E+00
  2739.0           7.2824E+00              7.2821E+00
  2740.0           7.2829E+00              7.2826E+00
  2741.0           7.2834E+00              7.2831E+00
  2742.0           7.2836E+00              7.2833E+00
  2743.0           7.2838E+00              7.2835E+00
  2744.0           7.2839E+00              7.2836E+00
  2745.0           7.2840E+00              7.2838E+00
  2746.0           7.2842E+00              7.2839E+00
  2747.0           7.2843E+00              7.2840E+00
  2748.0           7.2843E+00              7.2841E+00
  2749.0           7.2844E+00              7.2841E+00
  2750.0           7.2845E+00              7.2842E+00
  2751.0           7.2845E+00              7.2842E+00
  2752.0           7.2846E+00              7.2843E+00
  2753.0           7.2846E+00              7.2843E+00
  2754.0           7.2847E+00              7.2844E+00
  2755.0           7.2847E+00              7.2844E+00
  2756.0           7.2847E+00              7.2844E+00
  2757.0           7.2847E+00              7.2844E+00
  2758.0           7.2847E+00              7.2844E+00
  2759.0           7.2847E+00              7.2844E+00
  2760.0           7.2847E+00              7.2844E+00
  2761.0           7.2846E+00              7.2843E+00
  2762.0           7.2846E+00              7.2843E+00
  2763.0           7.2846E+00              7.2843E+00
  2764.0           7.2845E+00              7.2843E+00
  2765.0           7.2845E+00              7.2842E+00
  2766.0           7.2845E+00              7.2842E+00
  2767.0           7.2844E+00              7.2841E+00
  2768.0           7.2844E+00              7.2841E+00
  2769.0           7.2843E+00              7.2841E+00
  2770.0           7.2843E+00              7.2840E+00
  2771.0           7.2843E+00              7.2840E+00
  2772.0           7.2842E+00              7.2839E+00
  2773.0           7.2842E+00              7.2839E+00
  2774.0           7.2841E+00              7.2839E+00
  2775.0           7.2841E+00              7.2838E+00
  2776.0           7.2841E+00              7.2838E+00
  2777.0           7.2840E+00              7.2837E+00
  2778.0           7.2840E+00              7.2837E+00
  2779.0           7.2839E+00              7.2837E+00
  2780.0           7.2839E+00              7.2836E+00
  2781.0           7.2839E+00              7.2836E+00
  2782.0           7.2839E+00              7.2836E+00
  2783.0           7.2838E+00              7.2836E+00
  2784.0           7.2838E+00              7.2836E+00
  2785.0           7.2838E+00              7.2835E+00
  2786.0           7.2838E+00              7.2835E+00
  2787.0           7.2838E+00              7.2835E+00
  2788.0           7.2838E+00              7.2835E+00
  2789.0           7.2838E+00              7.2835E+00
  2790.0           7.2838E+00              7.2835E+00
  2791.0           7.2838E+00              7.2835E+00
  2792.0           7.2838E+00              7.2836E+00
  2793.0           7.2839E+00              7.2836E+00
  2794.0           7.2839E+00              7.2836E+00
  2795.0           7.2839E+00              7.2836E+00
  2796.0           7.2839E+00              7.2837E+00
  2797.0           7.2840E+00              7.2837E+00
  2798.0           7.2840E+00              7.2838E+00
  2799.0           7.2841E+00              7.2838E+00
  2800.0           7.2841E+00              7.2839E+00
  2801.0           7.2842E+00              7.2839E+00
  2802.0           7.2843E+00              7.2840E+00
  2803.0           7.2843E+00              7.2841E+00
  2804.0           7.2844E+00              7.2841E+00
  2805.0           7.2845E+00              7.2842E+00
  2806.0           7.2846E+00              7.2843E+00
  2807.0           7.2847E+00              7.2844E+00
  2808.0           7.2848E+00              7.2845E+00
  2809.0           7.2849E+00              7.2846E+00
  2810.0           7.2850E+00              7.2847E+00
  2811.0           7.2851E+00              7.2848E+00
  2812.0           7.2852E+00              7.2849E+00
  2813.0           7.2853E+00              7.2850E+00
  2814.0           7.2854E+00              7.2851E+00
  2815.0           7.2855E+00              7.2852E+00
  2816.0           7.2857E+00              7.2854E+00
  2817.0           7.2858E+00              7.2855E+00
  2818.0           7.2859E+00              7.2856E+00
  2819.0           7.2861E+00              7.2857E+00
  2820.0           7.2862E+00              7.2859E+00
  2821.0           7.2863E+00              7.2860E+00
  2822.0           7.2865E+00              7.2861E+00
  2823.0           7.2866E+00              7.2863E+00
  2824.0           7.2867E+00              7.2864E+00
  2825.0           7.2869E+00              7.2865E+00
  2826.0           7.2870E+00              7.2866E+00
  2827.0           7.2871E+00              7.2868E+00
  2828.0           7.2873E+00              7.2869E+00
  2829.0           7.2874E+00              7.2870E+00
  2830.0           7.2875E+00              7.2872E+00
  2831.0           7.2877E+00              7.2873E+00
  2832.0           7.2878E+00              7.2874E+00
  2833.0           7.2879E+00              7.2875E+00
  2834.0           7.2880E+00              7.2876E+00
  2835.0           7.2881E+00              7.2877E+00
  2836.0           7.2882E+00              7.2878E+00
  2837.0           7.2883E+00              7.2879E+00
  2838.0           7.2884E+00              7.2880E+00
  2839.0           7.2885E+00              7.2881E+00
  2840.0           7.2886E+00              7.2882E+00
  2841.0           7.2887E+00              7.2883E+00
  2842.0           7.2887E+00              7.2883E+00
  2843.0           7.2888E+00              7.2884E+00
  2844.0           7.2888E+00              7.2884E+00
  2845.0           7.2889E+00              7.2885E+00
  2846.0           7.2889E+00              7.2885E+00
  2847.0           7.2889E+00              7.2885E+00
  2848.0           7.2889E+00              7.2885E+00
  2849.0           7.2889E+00              7.2885E+00
  2850.0           7.2889E+00              7.2885E+00
  2851.0           7.2888E+00              7.2884E+00
  2852.0           7.2888E+00              7.2884E+00
  2853.0           7.2887E+00              7.2883E+00
  2854.0           7.2886E+00              7.2882E+00
  2855.0           7.2885E+00              7.2881E+00
  2856.0           7.2884E+00              7.2880E+00
  2857.0           7.2882E+00              7.2878E+00
  2858.0           7.2881E+00              7.2877E+00
  2859.0           7.2879E+00              7.2875E+00
  2860.0           7.2877E+00              7.2873E+00
  2861.0           7.2874E+00              7.2871E+00
  2862.0           7.2872E+00              7.2868E+00
  2863.0           7.2869E+00              7.2865E+00
  2864.0           7.2866E+00              7.2862E+00
  2865.0           7.2863E+00              7.2859E+00
  2866.0           7.2859E+00              7.2856E+00
  2867.0           7.2855E+00              7.2852E+00
  2868.0           7.2851E+00              7.2848E+00
  2869.0           7.2846E+00              7.2843E+00
  2870.0           7.2841E+00              7.2839E+00
  2871.0           7.2836E+00              7.2834E+00
  2872.0           7.2831E+00              7.2828E+00
  2873.0           7.2825E+00              7.2823E+00
  2874.0           7.2819E+00              7.2817E+00
  2875.0           7.2812E+00              7.2810E+00
  2876.0           7.2805E+00              7.2803E+00
  2877.0           7.2798E+00              7.2796E+00
  2878.0           7.2790E+00              7.2789E+00
  2879.0           7.2782E+00              7.2781E+00
  2880.0           7.2773E+00              7.2772E+00
  2881.0           7.2764E+00              7.2763E+00
  2882.0           7.2755E+00              7.2754E+00
  2883.0           7.2745E+00              7.2744E+00
  2884.0           7.2735E+00              7.2734E+00
  2885.0           7.2724E+00              7.2723E+00
  2886.0           7.2712E+00              7.2712E+00
  2887.0           7.2701E+00              7.2700E+00
  2888.0           7.2688E+00              7.2688E+00
  2889.0           7.2675E+00              7.2675E+00
  2890.0           7.2662E+00              7.2662E+00
  2891.0           7.2648E+00              7.2648E+00
