#ndep: 2897
#depth (km)    Vs_arithmetic (km/s)    Vs_geometric (km/s)
  1300.0           6.5684E+00              6.5683E+00
  1301.0           6.5690E+00              6.5689E+00
  1302.0           6.5696E+00              6.5695E+00
  1303.0           6.5702E+00              6.5701E+00
  1304.0           6.5708E+00              6.5707E+00
  1305.0           6.5714E+00              6.5713E+00
  1306.0           6.5720E+00              6.5719E+00
  1307.0           6.5726E+00              6.5725E+00
  1308.0           6.5731E+00              6.5731E+00
  1309.0           6.5737E+00              6.5737E+00
  1310.0           6.5743E+00              6.5743E+00
  1311.0           6.5749E+00              6.5749E+00
  1312.0           6.5755E+00              6.5755E+00
  1313.0           6.5761E+00              6.5761E+00
  1314.0           6.5767E+00              6.5766E+00
  1315.0           6.5773E+00              6.5772E+00
  1316.0           6.5779E+00              6.5778E+00
  1317.0           6.5785E+00              6.5784E+00
  1318.0           6.5790E+00              6.5790E+00
  1319.0           6.5796E+00              6.5796E+00
  1320.0           6.5802E+00              6.5802E+00
  1321.0           6.5808E+00              6.5808E+00
  1322.0           6.5814E+00              6.5813E+00
  1323.0           6.5820E+00              6.5819E+00
  1324.0           6.5826E+00              6.5825E+00
  1325.0           6.5831E+00              6.5831E+00
  1326.0           6.5837E+00              6.5837E+00
  1327.0           6.5843E+00              6.5842E+00
  1328.0           6.5849E+00              6.5848E+00
  1329.0           6.5855E+00              6.5854E+00
  1330.0           6.5860E+00              6.5860E+00
  1331.0           6.5866E+00              6.5866E+00
  1332.0           6.5872E+00              6.5871E+00
  1333.0           6.5878E+00              6.5877E+00
  1334.0           6.5883E+00              6.5883E+00
  1335.0           6.5889E+00              6.5889E+00
  1336.0           6.5895E+00              6.5895E+00
  1337.0           6.5901E+00              6.5900E+00
  1338.0           6.5907E+00              6.5906E+00
  1339.0           6.5912E+00              6.5912E+00
  1340.0           6.5918E+00              6.5918E+00
  1341.0           6.5924E+00              6.5923E+00
  1342.0           6.5930E+00              6.5929E+00
  1343.0           6.5935E+00              6.5935E+00
  1344.0           6.5941E+00              6.5941E+00
  1345.0           6.5947E+00              6.5946E+00
  1346.0           6.5952E+00              6.5952E+00
  1347.0           6.5958E+00              6.5958E+00
  1348.0           6.5964E+00              6.5963E+00
  1349.0           6.5970E+00              6.5969E+00
  1350.0           6.5975E+00              6.5975E+00
  1351.0           6.5981E+00              6.5981E+00
  1352.0           6.5987E+00              6.5986E+00
  1353.0           6.5992E+00              6.5992E+00
  1354.0           6.5998E+00              6.5998E+00
  1355.0           6.6004E+00              6.6003E+00
  1356.0           6.6010E+00              6.6009E+00
  1357.0           6.6015E+00              6.6015E+00
  1358.0           6.6021E+00              6.6021E+00
  1359.0           6.6027E+00              6.6026E+00
  1360.0           6.6032E+00              6.6032E+00
  1361.0           6.6038E+00              6.6038E+00
  1362.0           6.6044E+00              6.6043E+00
  1363.0           6.6050E+00              6.6049E+00
  1364.0           6.6055E+00              6.6055E+00
  1365.0           6.6061E+00              6.6060E+00
  1366.0           6.6067E+00              6.6066E+00
  1367.0           6.6072E+00              6.6072E+00
  1368.0           6.6078E+00              6.6078E+00
  1369.0           6.6084E+00              6.6083E+00
  1370.0           6.6089E+00              6.6089E+00
  1371.0           6.6095E+00              6.6095E+00
  1372.0           6.6101E+00              6.6100E+00
  1373.0           6.6106E+00              6.6106E+00
  1374.0           6.6112E+00              6.6112E+00
  1375.0           6.6118E+00              6.6117E+00
  1376.0           6.6123E+00              6.6123E+00
  1377.0           6.6129E+00              6.6129E+00
  1378.0           6.6135E+00              6.6134E+00
  1379.0           6.6140E+00              6.6140E+00
  1380.0           6.6146E+00              6.6146E+00
  1381.0           6.6152E+00              6.6151E+00
  1382.0           6.6158E+00              6.6157E+00
  1383.0           6.6163E+00              6.6163E+00
  1384.0           6.6169E+00              6.6168E+00
  1385.0           6.6175E+00              6.6174E+00
  1386.0           6.6180E+00              6.6180E+00
  1387.0           6.6186E+00              6.6185E+00
  1388.0           6.6192E+00              6.6191E+00
  1389.0           6.6197E+00              6.6197E+00
  1390.0           6.6203E+00              6.6202E+00
  1391.0           6.6209E+00              6.6208E+00
  1392.0           6.6214E+00              6.6214E+00
  1393.0           6.6220E+00              6.6219E+00
  1394.0           6.6226E+00              6.6225E+00
  1395.0           6.6231E+00              6.6231E+00
  1396.0           6.6237E+00              6.6236E+00
  1397.0           6.6242E+00              6.6242E+00
  1398.0           6.6248E+00              6.6248E+00
  1399.0           6.6254E+00              6.6253E+00
  1400.0           6.6259E+00              6.6259E+00
  1401.0           6.6265E+00              6.6265E+00
  1402.0           6.6271E+00              6.6270E+00
  1403.0           6.6276E+00              6.6276E+00
  1404.0           6.6282E+00              6.6282E+00
  1405.0           6.6288E+00              6.6287E+00
  1406.0           6.6293E+00              6.6293E+00
  1407.0           6.6299E+00              6.6299E+00
  1408.0           6.6305E+00              6.6304E+00
  1409.0           6.6310E+00              6.6310E+00
  1410.0           6.6316E+00              6.6315E+00
  1411.0           6.6322E+00              6.6321E+00
  1412.0           6.6327E+00              6.6327E+00
  1413.0           6.6333E+00              6.6332E+00
  1414.0           6.6338E+00              6.6338E+00
  1415.0           6.6344E+00              6.6344E+00
  1416.0           6.6350E+00              6.6349E+00
  1417.0           6.6355E+00              6.6355E+00
  1418.0           6.6361E+00              6.6360E+00
  1419.0           6.6367E+00              6.6366E+00
  1420.0           6.6372E+00              6.6372E+00
  1421.0           6.6378E+00              6.6377E+00
  1422.0           6.6383E+00              6.6383E+00
  1423.0           6.6389E+00              6.6388E+00
  1424.0           6.6395E+00              6.6394E+00
  1425.0           6.6400E+00              6.6400E+00
  1426.0           6.6406E+00              6.6405E+00
  1427.0           6.6411E+00              6.6411E+00
  1428.0           6.6417E+00              6.6416E+00
  1429.0           6.6422E+00              6.6422E+00
  1430.0           6.6428E+00              6.6428E+00
  1431.0           6.6434E+00              6.6433E+00
  1432.0           6.6439E+00              6.6439E+00
  1433.0           6.6445E+00              6.6444E+00
  1434.0           6.6450E+00              6.6450E+00
  1435.0           6.6456E+00              6.6456E+00
  1436.0           6.6462E+00              6.6461E+00
  1437.0           6.6467E+00              6.6467E+00
  1438.0           6.6473E+00              6.6472E+00
  1439.0           6.6478E+00              6.6478E+00
  1440.0           6.6484E+00              6.6483E+00
  1441.0           6.6489E+00              6.6489E+00
  1442.0           6.6495E+00              6.6495E+00
  1443.0           6.6501E+00              6.6500E+00
  1444.0           6.6506E+00              6.6506E+00
  1445.0           6.6512E+00              6.6511E+00
  1446.0           6.6517E+00              6.6517E+00
  1447.0           6.6523E+00              6.6522E+00
  1448.0           6.6528E+00              6.6528E+00
  1449.0           6.6534E+00              6.6534E+00
  1450.0           6.6540E+00              6.6539E+00
  1451.0           6.6545E+00              6.6545E+00
  1452.0           6.6551E+00              6.6550E+00
  1453.0           6.6556E+00              6.6556E+00
  1454.0           6.6562E+00              6.6561E+00
  1455.0           6.6567E+00              6.6567E+00
  1456.0           6.6573E+00              6.6572E+00
  1457.0           6.6578E+00              6.6578E+00
  1458.0           6.6584E+00              6.6584E+00
  1459.0           6.6590E+00              6.6589E+00
  1460.0           6.6595E+00              6.6595E+00
  1461.0           6.6601E+00              6.6600E+00
  1462.0           6.6606E+00              6.6606E+00
  1463.0           6.6612E+00              6.6611E+00
  1464.0           6.6617E+00              6.6617E+00
  1465.0           6.6623E+00              6.6622E+00
  1466.0           6.6628E+00              6.6628E+00
  1467.0           6.6634E+00              6.6633E+00
  1468.0           6.6639E+00              6.6639E+00
  1469.0           6.6645E+00              6.6644E+00
  1470.0           6.6650E+00              6.6650E+00
  1471.0           6.6656E+00              6.6656E+00
  1472.0           6.6661E+00              6.6661E+00
  1473.0           6.6667E+00              6.6667E+00
  1474.0           6.6673E+00              6.6672E+00
  1475.0           6.6678E+00              6.6678E+00
  1476.0           6.6684E+00              6.6683E+00
  1477.0           6.6689E+00              6.6689E+00
  1478.0           6.6695E+00              6.6694E+00
  1479.0           6.6700E+00              6.6700E+00
  1480.0           6.6706E+00              6.6705E+00
  1481.0           6.6711E+00              6.6711E+00
  1482.0           6.6717E+00              6.6716E+00
  1483.0           6.6722E+00              6.6722E+00
  1484.0           6.6728E+00              6.6727E+00
  1485.0           6.6733E+00              6.6733E+00
  1486.0           6.6739E+00              6.6738E+00
  1487.0           6.6744E+00              6.6744E+00
  1488.0           6.6750E+00              6.6749E+00
  1489.0           6.6755E+00              6.6755E+00
  1490.0           6.6761E+00              6.6760E+00
  1491.0           6.6766E+00              6.6766E+00
  1492.0           6.6772E+00              6.6771E+00
  1493.0           6.6777E+00              6.6777E+00
  1494.0           6.6783E+00              6.6782E+00
  1495.0           6.6788E+00              6.6788E+00
  1496.0           6.6794E+00              6.6793E+00
  1497.0           6.6799E+00              6.6799E+00
  1498.0           6.6805E+00              6.6804E+00
  1499.0           6.6810E+00              6.6810E+00
  1500.0           6.6816E+00              6.6815E+00
  1501.0           6.6821E+00              6.6821E+00
  1502.0           6.6826E+00              6.6826E+00
  1503.0           6.6832E+00              6.6832E+00
  1504.0           6.6837E+00              6.6837E+00
  1505.0           6.6843E+00              6.6842E+00
  1506.0           6.6848E+00              6.6848E+00
  1507.0           6.6854E+00              6.6853E+00
  1508.0           6.6859E+00              6.6859E+00
  1509.0           6.6865E+00              6.6864E+00
  1510.0           6.6870E+00              6.6870E+00
  1511.0           6.6876E+00              6.6875E+00
  1512.0           6.6881E+00              6.6881E+00
  1513.0           6.6887E+00              6.6886E+00
  1514.0           6.6892E+00              6.6892E+00
  1515.0           6.6898E+00              6.6897E+00
  1516.0           6.6903E+00              6.6903E+00
  1517.0           6.6908E+00              6.6908E+00
  1518.0           6.6914E+00              6.6913E+00
  1519.0           6.6919E+00              6.6919E+00
  1520.0           6.6925E+00              6.6924E+00
  1521.0           6.6930E+00              6.6930E+00
  1522.0           6.6936E+00              6.6935E+00
  1523.0           6.6941E+00              6.6941E+00
  1524.0           6.6947E+00              6.6946E+00
  1525.0           6.6952E+00              6.6952E+00
  1526.0           6.6957E+00              6.6957E+00
  1527.0           6.6963E+00              6.6962E+00
  1528.0           6.6968E+00              6.6968E+00
  1529.0           6.6974E+00              6.6973E+00
  1530.0           6.6979E+00              6.6979E+00
  1531.0           6.6985E+00              6.6984E+00
  1532.0           6.6990E+00              6.6990E+00
  1533.0           6.6995E+00              6.6995E+00
  1534.0           6.7001E+00              6.7000E+00
  1535.0           6.7006E+00              6.7006E+00
  1536.0           6.7012E+00              6.7011E+00
  1537.0           6.7017E+00              6.7017E+00
  1538.0           6.7023E+00              6.7022E+00
  1539.0           6.7028E+00              6.7028E+00
  1540.0           6.7033E+00              6.7033E+00
  1541.0           6.7039E+00              6.7038E+00
  1542.0           6.7044E+00              6.7044E+00
  1543.0           6.7050E+00              6.7049E+00
  1544.0           6.7055E+00              6.7055E+00
  1545.0           6.7060E+00              6.7060E+00
  1546.0           6.7066E+00              6.7065E+00
  1547.0           6.7071E+00              6.7071E+00
  1548.0           6.7077E+00              6.7076E+00
  1549.0           6.7082E+00              6.7082E+00
  1550.0           6.7087E+00              6.7087E+00
  1551.0           6.7093E+00              6.7092E+00
  1552.0           6.7098E+00              6.7098E+00
  1553.0           6.7104E+00              6.7103E+00
  1554.0           6.7109E+00              6.7109E+00
  1555.0           6.7114E+00              6.7114E+00
  1556.0           6.7120E+00              6.7119E+00
  1557.0           6.7125E+00              6.7125E+00
  1558.0           6.7131E+00              6.7130E+00
  1559.0           6.7136E+00              6.7136E+00
  1560.0           6.7141E+00              6.7141E+00
  1561.0           6.7147E+00              6.7146E+00
  1562.0           6.7152E+00              6.7152E+00
  1563.0           6.7158E+00              6.7157E+00
  1564.0           6.7163E+00              6.7162E+00
  1565.0           6.7168E+00              6.7168E+00
  1566.0           6.7174E+00              6.7173E+00
  1567.0           6.7179E+00              6.7179E+00
  1568.0           6.7184E+00              6.7184E+00
  1569.0           6.7190E+00              6.7189E+00
  1570.0           6.7195E+00              6.7195E+00
  1571.0           6.7200E+00              6.7200E+00
  1572.0           6.7206E+00              6.7205E+00
  1573.0           6.7211E+00              6.7211E+00
  1574.0           6.7217E+00              6.7216E+00
  1575.0           6.7222E+00              6.7222E+00
  1576.0           6.7227E+00              6.7227E+00
  1577.0           6.7233E+00              6.7232E+00
  1578.0           6.7238E+00              6.7238E+00
  1579.0           6.7243E+00              6.7243E+00
  1580.0           6.7249E+00              6.7248E+00
  1581.0           6.7254E+00              6.7254E+00
  1582.0           6.7259E+00              6.7259E+00
  1583.0           6.7265E+00              6.7264E+00
  1584.0           6.7270E+00              6.7270E+00
  1585.0           6.7275E+00              6.7275E+00
  1586.0           6.7281E+00              6.7280E+00
  1587.0           6.7286E+00              6.7286E+00
  1588.0           6.7292E+00              6.7291E+00
  1589.0           6.7297E+00              6.7296E+00
  1590.0           6.7302E+00              6.7302E+00
  1591.0           6.7308E+00              6.7307E+00
  1592.0           6.7313E+00              6.7312E+00
  1593.0           6.7318E+00              6.7318E+00
  1594.0           6.7324E+00              6.7323E+00
  1595.0           6.7329E+00              6.7328E+00
  1596.0           6.7334E+00              6.7334E+00
  1597.0           6.7340E+00              6.7339E+00
  1598.0           6.7345E+00              6.7344E+00
  1599.0           6.7350E+00              6.7350E+00
  1600.0           6.7355E+00              6.7355E+00
  1601.0           6.7361E+00              6.7360E+00
  1602.0           6.7366E+00              6.7366E+00
  1603.0           6.7371E+00              6.7371E+00
  1604.0           6.7377E+00              6.7376E+00
  1605.0           6.7382E+00              6.7382E+00
  1606.0           6.7387E+00              6.7387E+00
  1607.0           6.7393E+00              6.7392E+00
  1608.0           6.7398E+00              6.7398E+00
  1609.0           6.7403E+00              6.7403E+00
  1610.0           6.7409E+00              6.7408E+00
  1611.0           6.7414E+00              6.7414E+00
  1612.0           6.7419E+00              6.7419E+00
  1613.0           6.7425E+00              6.7424E+00
  1614.0           6.7430E+00              6.7429E+00
  1615.0           6.7435E+00              6.7435E+00
  1616.0           6.7440E+00              6.7440E+00
  1617.0           6.7446E+00              6.7445E+00
  1618.0           6.7451E+00              6.7451E+00
  1619.0           6.7456E+00              6.7456E+00
  1620.0           6.7462E+00              6.7461E+00
  1621.0           6.7467E+00              6.7466E+00
  1622.0           6.7472E+00              6.7472E+00
  1623.0           6.7478E+00              6.7477E+00
  1624.0           6.7483E+00              6.7482E+00
  1625.0           6.7488E+00              6.7488E+00
  1626.0           6.7493E+00              6.7493E+00
  1627.0           6.7499E+00              6.7498E+00
  1628.0           6.7504E+00              6.7503E+00
  1629.0           6.7509E+00              6.7509E+00
  1630.0           6.7514E+00              6.7514E+00
  1631.0           6.7520E+00              6.7519E+00
  1632.0           6.7525E+00              6.7525E+00
  1633.0           6.7530E+00              6.7530E+00
  1634.0           6.7536E+00              6.7535E+00
  1635.0           6.7541E+00              6.7540E+00
  1636.0           6.7546E+00              6.7546E+00
  1637.0           6.7551E+00              6.7551E+00
  1638.0           6.7557E+00              6.7556E+00
  1639.0           6.7562E+00              6.7561E+00
  1640.0           6.7567E+00              6.7567E+00
  1641.0           6.7572E+00              6.7572E+00
  1642.0           6.7578E+00              6.7577E+00
  1643.0           6.7583E+00              6.7583E+00
  1644.0           6.7588E+00              6.7588E+00
  1645.0           6.7593E+00              6.7593E+00
  1646.0           6.7599E+00              6.7598E+00
  1647.0           6.7604E+00              6.7604E+00
  1648.0           6.7609E+00              6.7609E+00
  1649.0           6.7614E+00              6.7614E+00
  1650.0           6.7620E+00              6.7619E+00
  1651.0           6.7625E+00              6.7625E+00
  1652.0           6.7630E+00              6.7630E+00
  1653.0           6.7635E+00              6.7635E+00
  1654.0           6.7641E+00              6.7640E+00
  1655.0           6.7646E+00              6.7645E+00
  1656.0           6.7651E+00              6.7651E+00
  1657.0           6.7656E+00              6.7656E+00
  1658.0           6.7662E+00              6.7661E+00
  1659.0           6.7667E+00              6.7666E+00
  1660.0           6.7672E+00              6.7672E+00
  1661.0           6.7677E+00              6.7677E+00
  1662.0           6.7683E+00              6.7682E+00
  1663.0           6.7688E+00              6.7687E+00
  1664.0           6.7693E+00              6.7693E+00
  1665.0           6.7698E+00              6.7698E+00
  1666.0           6.7703E+00              6.7703E+00
  1667.0           6.7709E+00              6.7708E+00
  1668.0           6.7714E+00              6.7713E+00
  1669.0           6.7719E+00              6.7719E+00
  1670.0           6.7724E+00              6.7724E+00
  1671.0           6.7730E+00              6.7729E+00
  1672.0           6.7735E+00              6.7734E+00
  1673.0           6.7740E+00              6.7740E+00
  1674.0           6.7745E+00              6.7745E+00
  1675.0           6.7750E+00              6.7750E+00
  1676.0           6.7756E+00              6.7755E+00
  1677.0           6.7761E+00              6.7760E+00
  1678.0           6.7766E+00              6.7766E+00
  1679.0           6.7771E+00              6.7771E+00
  1680.0           6.7776E+00              6.7776E+00
  1681.0           6.7782E+00              6.7781E+00
  1682.0           6.7787E+00              6.7786E+00
  1683.0           6.7792E+00              6.7792E+00
  1684.0           6.7797E+00              6.7797E+00
  1685.0           6.7802E+00              6.7802E+00
  1686.0           6.7808E+00              6.7807E+00
  1687.0           6.7813E+00              6.7812E+00
  1688.0           6.7818E+00              6.7818E+00
  1689.0           6.7823E+00              6.7823E+00
  1690.0           6.7828E+00              6.7828E+00
  1691.0           6.7834E+00              6.7833E+00
  1692.0           6.7839E+00              6.7838E+00
  1693.0           6.7844E+00              6.7844E+00
  1694.0           6.7849E+00              6.7849E+00
  1695.0           6.7854E+00              6.7854E+00
  1696.0           6.7860E+00              6.7859E+00
  1697.0           6.7865E+00              6.7864E+00
  1698.0           6.7870E+00              6.7869E+00
  1699.0           6.7875E+00              6.7875E+00
  1700.0           6.7880E+00              6.7880E+00
  1701.0           6.7885E+00              6.7885E+00
  1702.0           6.7891E+00              6.7890E+00
  1703.0           6.7896E+00              6.7895E+00
  1704.0           6.7901E+00              6.7900E+00
  1705.0           6.7906E+00              6.7906E+00
  1706.0           6.7911E+00              6.7911E+00
  1707.0           6.7916E+00              6.7916E+00
  1708.0           6.7922E+00              6.7921E+00
  1709.0           6.7927E+00              6.7926E+00
  1710.0           6.7932E+00              6.7931E+00
  1711.0           6.7937E+00              6.7937E+00
  1712.0           6.7942E+00              6.7942E+00
  1713.0           6.7947E+00              6.7947E+00
  1714.0           6.7953E+00              6.7952E+00
  1715.0           6.7958E+00              6.7957E+00
  1716.0           6.7963E+00              6.7962E+00
  1717.0           6.7968E+00              6.7968E+00
  1718.0           6.7973E+00              6.7973E+00
  1719.0           6.7978E+00              6.7978E+00
  1720.0           6.7983E+00              6.7983E+00
  1721.0           6.7989E+00              6.7988E+00
  1722.0           6.7994E+00              6.7993E+00
  1723.0           6.7999E+00              6.7998E+00
  1724.0           6.8004E+00              6.8004E+00
  1725.0           6.8009E+00              6.8009E+00
  1726.0           6.8014E+00              6.8014E+00
  1727.0           6.8019E+00              6.8019E+00
  1728.0           6.8025E+00              6.8024E+00
  1729.0           6.8030E+00              6.8029E+00
  1730.0           6.8035E+00              6.8034E+00
  1731.0           6.8040E+00              6.8040E+00
  1732.0           6.8045E+00              6.8045E+00
  1733.0           6.8050E+00              6.8050E+00
  1734.0           6.8055E+00              6.8055E+00
  1735.0           6.8061E+00              6.8060E+00
  1736.0           6.8066E+00              6.8065E+00
  1737.0           6.8071E+00              6.8070E+00
  1738.0           6.8076E+00              6.8075E+00
  1739.0           6.8081E+00              6.8081E+00
  1740.0           6.8086E+00              6.8086E+00
  1741.0           6.8091E+00              6.8091E+00
  1742.0           6.8096E+00              6.8096E+00
  1743.0           6.8101E+00              6.8101E+00
  1744.0           6.8107E+00              6.8106E+00
  1745.0           6.8112E+00              6.8111E+00
  1746.0           6.8117E+00              6.8116E+00
  1747.0           6.8122E+00              6.8121E+00
  1748.0           6.8127E+00              6.8127E+00
  1749.0           6.8132E+00              6.8132E+00
  1750.0           6.8137E+00              6.8137E+00
  1751.0           6.8142E+00              6.8142E+00
  1752.0           6.8147E+00              6.8147E+00
  1753.0           6.8153E+00              6.8152E+00
  1754.0           6.8158E+00              6.8157E+00
  1755.0           6.8163E+00              6.8162E+00
  1756.0           6.8168E+00              6.8167E+00
  1757.0           6.8173E+00              6.8172E+00
  1758.0           6.8178E+00              6.8178E+00
  1759.0           6.8183E+00              6.8183E+00
  1760.0           6.8188E+00              6.8188E+00
  1761.0           6.8193E+00              6.8193E+00
  1762.0           6.8198E+00              6.8198E+00
  1763.0           6.8203E+00              6.8203E+00
  1764.0           6.8209E+00              6.8208E+00
  1765.0           6.8214E+00              6.8213E+00
  1766.0           6.8219E+00              6.8218E+00
  1767.0           6.8224E+00              6.8223E+00
  1768.0           6.8229E+00              6.8228E+00
  1769.0           6.8234E+00              6.8233E+00
  1770.0           6.8239E+00              6.8239E+00
  1771.0           6.8244E+00              6.8244E+00
  1772.0           6.8249E+00              6.8249E+00
  1773.0           6.8254E+00              6.8254E+00
  1774.0           6.8259E+00              6.8259E+00
  1775.0           6.8264E+00              6.8264E+00
  1776.0           6.8269E+00              6.8269E+00
  1777.0           6.8275E+00              6.8274E+00
  1778.0           6.8280E+00              6.8279E+00
  1779.0           6.8285E+00              6.8284E+00
  1780.0           6.8290E+00              6.8289E+00
  1781.0           6.8295E+00              6.8294E+00
  1782.0           6.8300E+00              6.8299E+00
  1783.0           6.8305E+00              6.8304E+00
  1784.0           6.8310E+00              6.8309E+00
  1785.0           6.8315E+00              6.8314E+00
  1786.0           6.8320E+00              6.8320E+00
  1787.0           6.8325E+00              6.8325E+00
  1788.0           6.8330E+00              6.8330E+00
  1789.0           6.8335E+00              6.8335E+00
  1790.0           6.8340E+00              6.8340E+00
  1791.0           6.8345E+00              6.8345E+00
  1792.0           6.8350E+00              6.8350E+00
  1793.0           6.8355E+00              6.8355E+00
  1794.0           6.8360E+00              6.8360E+00
  1795.0           6.8365E+00              6.8365E+00
  1796.0           6.8371E+00              6.8370E+00
  1797.0           6.8376E+00              6.8375E+00
  1798.0           6.8381E+00              6.8380E+00
  1799.0           6.8386E+00              6.8385E+00
  1800.0           6.8391E+00              6.8390E+00
  1801.0           6.8396E+00              6.8395E+00
  1802.0           6.8401E+00              6.8400E+00
  1803.0           6.8406E+00              6.8405E+00
  1804.0           6.8411E+00              6.8410E+00
  1805.0           6.8416E+00              6.8415E+00
  1806.0           6.8421E+00              6.8420E+00
  1807.0           6.8426E+00              6.8425E+00
  1808.0           6.8431E+00              6.8430E+00
  1809.0           6.8436E+00              6.8435E+00
  1810.0           6.8441E+00              6.8440E+00
  1811.0           6.8446E+00              6.8445E+00
  1812.0           6.8451E+00              6.8451E+00
  1813.0           6.8456E+00              6.8456E+00
  1814.0           6.8461E+00              6.8461E+00
  1815.0           6.8466E+00              6.8466E+00
  1816.0           6.8471E+00              6.8471E+00
  1817.0           6.8476E+00              6.8476E+00
  1818.0           6.8481E+00              6.8481E+00
  1819.0           6.8486E+00              6.8486E+00
  1820.0           6.8491E+00              6.8491E+00
  1821.0           6.8496E+00              6.8496E+00
  1822.0           6.8501E+00              6.8501E+00
  1823.0           6.8506E+00              6.8506E+00
  1824.0           6.8511E+00              6.8511E+00
  1825.0           6.8516E+00              6.8516E+00
  1826.0           6.8521E+00              6.8521E+00
  1827.0           6.8526E+00              6.8526E+00
  1828.0           6.8531E+00              6.8531E+00
  1829.0           6.8536E+00              6.8536E+00
  1830.0           6.8541E+00              6.8541E+00
  1831.0           6.8546E+00              6.8546E+00
  1832.0           6.8551E+00              6.8551E+00
  1833.0           6.8556E+00              6.8556E+00
  1834.0           6.8561E+00              6.8561E+00
  1835.0           6.8566E+00              6.8566E+00
  1836.0           6.8571E+00              6.8571E+00
  1837.0           6.8576E+00              6.8576E+00
  1838.0           6.8581E+00              6.8581E+00
  1839.0           6.8586E+00              6.8585E+00
  1840.0           6.8591E+00              6.8590E+00
  1841.0           6.8596E+00              6.8595E+00
  1842.0           6.8601E+00              6.8600E+00
  1843.0           6.8606E+00              6.8605E+00
  1844.0           6.8611E+00              6.8610E+00
  1845.0           6.8616E+00              6.8615E+00
  1846.0           6.8621E+00              6.8620E+00
  1847.0           6.8626E+00              6.8625E+00
  1848.0           6.8631E+00              6.8630E+00
  1849.0           6.8636E+00              6.8635E+00
  1850.0           6.8641E+00              6.8640E+00
  1851.0           6.8646E+00              6.8645E+00
  1852.0           6.8651E+00              6.8650E+00
  1853.0           6.8656E+00              6.8655E+00
  1854.0           6.8661E+00              6.8660E+00
  1855.0           6.8666E+00              6.8665E+00
  1856.0           6.8671E+00              6.8670E+00
  1857.0           6.8676E+00              6.8675E+00
  1858.0           6.8680E+00              6.8680E+00
  1859.0           6.8685E+00              6.8685E+00
  1860.0           6.8690E+00              6.8690E+00
  1861.0           6.8695E+00              6.8695E+00
  1862.0           6.8700E+00              6.8700E+00
  1863.0           6.8705E+00              6.8705E+00
  1864.0           6.8710E+00              6.8710E+00
  1865.0           6.8715E+00              6.8715E+00
  1866.0           6.8720E+00              6.8720E+00
  1867.0           6.8725E+00              6.8724E+00
  1868.0           6.8730E+00              6.8729E+00
  1869.0           6.8735E+00              6.8734E+00
  1870.0           6.8740E+00              6.8739E+00
  1871.0           6.8745E+00              6.8744E+00
  1872.0           6.8750E+00              6.8749E+00
  1873.0           6.8755E+00              6.8754E+00
  1874.0           6.8760E+00              6.8759E+00
  1875.0           6.8765E+00              6.8764E+00
  1876.0           6.8769E+00              6.8769E+00
  1877.0           6.8774E+00              6.8774E+00
  1878.0           6.8779E+00              6.8779E+00
  1879.0           6.8784E+00              6.8784E+00
  1880.0           6.8789E+00              6.8789E+00
  1881.0           6.8794E+00              6.8794E+00
  1882.0           6.8799E+00              6.8799E+00
  1883.0           6.8804E+00              6.8803E+00
  1884.0           6.8809E+00              6.8808E+00
  1885.0           6.8814E+00              6.8813E+00
  1886.0           6.8819E+00              6.8818E+00
  1887.0           6.8824E+00              6.8823E+00
  1888.0           6.8829E+00              6.8828E+00
  1889.0           6.8834E+00              6.8833E+00
  1890.0           6.8838E+00              6.8838E+00
  1891.0           6.8843E+00              6.8843E+00
  1892.0           6.8848E+00              6.8848E+00
  1893.0           6.8853E+00              6.8853E+00
  1894.0           6.8858E+00              6.8858E+00
  1895.0           6.8863E+00              6.8862E+00
  1896.0           6.8868E+00              6.8867E+00
  1897.0           6.8873E+00              6.8872E+00
  1898.0           6.8878E+00              6.8877E+00
  1899.0           6.8883E+00              6.8882E+00
  1900.0           6.8888E+00              6.8887E+00
  1901.0           6.8892E+00              6.8892E+00
  1902.0           6.8897E+00              6.8897E+00
  1903.0           6.8902E+00              6.8902E+00
  1904.0           6.8907E+00              6.8907E+00
  1905.0           6.8912E+00              6.8911E+00
  1906.0           6.8917E+00              6.8916E+00
  1907.0           6.8922E+00              6.8921E+00
  1908.0           6.8927E+00              6.8926E+00
  1909.0           6.8932E+00              6.8931E+00
  1910.0           6.8937E+00              6.8936E+00
  1911.0           6.8941E+00              6.8941E+00
  1912.0           6.8946E+00              6.8946E+00
  1913.0           6.8951E+00              6.8951E+00
  1914.0           6.8956E+00              6.8955E+00
  1915.0           6.8961E+00              6.8960E+00
  1916.0           6.8966E+00              6.8965E+00
  1917.0           6.8971E+00              6.8970E+00
  1918.0           6.8976E+00              6.8975E+00
  1919.0           6.8980E+00              6.8980E+00
  1920.0           6.8985E+00              6.8985E+00
  1921.0           6.8990E+00              6.8990E+00
  1922.0           6.8995E+00              6.8995E+00
  1923.0           6.9000E+00              6.8999E+00
  1924.0           6.9005E+00              6.9004E+00
  1925.0           6.9010E+00              6.9009E+00
  1926.0           6.9015E+00              6.9014E+00
  1927.0           6.9019E+00              6.9019E+00
  1928.0           6.9024E+00              6.9024E+00
  1929.0           6.9029E+00              6.9029E+00
  1930.0           6.9034E+00              6.9033E+00
  1931.0           6.9039E+00              6.9038E+00
  1932.0           6.9044E+00              6.9043E+00
  1933.0           6.9049E+00              6.9048E+00
