#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  1928.0           5.0842E+00              5.0842E+00
  1929.0           5.0847E+00              5.0847E+00
  1930.0           5.0852E+00              5.0852E+00
  1931.0           5.0857E+00              5.0857E+00
  1932.0           5.0862E+00              5.0862E+00
  1933.0           5.0868E+00              5.0868E+00
  1934.0           5.0873E+00              5.0873E+00
  1935.0           5.0878E+00              5.0878E+00
  1936.0           5.0883E+00              5.0883E+00
  1937.0           5.0888E+00              5.0888E+00
  1938.0           5.0893E+00              5.0893E+00
  1939.0           5.0898E+00              5.0898E+00
  1940.0           5.0903E+00              5.0903E+00
  1941.0           5.0908E+00              5.0908E+00
  1942.0           5.0913E+00              5.0913E+00
  1943.0           5.0919E+00              5.0919E+00
  1944.0           5.0924E+00              5.0924E+00
  1945.0           5.0929E+00              5.0929E+00
  1946.0           5.0934E+00              5.0934E+00
  1947.0           5.0939E+00              5.0939E+00
  1948.0           5.0944E+00              5.0944E+00
  1949.0           5.0949E+00              5.0949E+00
  1950.0           5.0954E+00              5.0954E+00
  1951.0           5.0959E+00              5.0959E+00
  1952.0           5.0965E+00              5.0965E+00
  1953.0           5.0970E+00              5.0970E+00
  1954.0           5.0975E+00              5.0975E+00
  1955.0           5.0980E+00              5.0980E+00
  1956.0           5.0985E+00              5.0985E+00
  1957.0           5.0990E+00              5.0990E+00
  1958.0           5.0995E+00              5.0995E+00
  1959.0           5.1000E+00              5.1000E+00
  1960.0           5.1005E+00              5.1005E+00
  1961.0           5.1010E+00              5.1010E+00
  1962.0           5.1016E+00              5.1016E+00
  1963.0           5.1021E+00              5.1021E+00
  1964.0           5.1026E+00              5.1026E+00
  1965.0           5.1031E+00              5.1031E+00
  1966.0           5.1036E+00              5.1036E+00
  1967.0           5.1041E+00              5.1041E+00
  1968.0           5.1046E+00              5.1046E+00
  1969.0           5.1051E+00              5.1051E+00
  1970.0           5.1056E+00              5.1056E+00
  1971.0           5.1061E+00              5.1061E+00
  1972.0           5.1067E+00              5.1067E+00
  1973.0           5.1072E+00              5.1072E+00
  1974.0           5.1077E+00              5.1077E+00
  1975.0           5.1082E+00              5.1082E+00
  1976.0           5.1087E+00              5.1087E+00
  1977.0           5.1092E+00              5.1092E+00
  1978.0           5.1097E+00              5.1097E+00
  1979.0           5.1102E+00              5.1102E+00
  1980.0           5.1107E+00              5.1107E+00
  1981.0           5.1112E+00              5.1112E+00
  1982.0           5.1117E+00              5.1117E+00
  1983.0           5.1123E+00              5.1123E+00
  1984.0           5.1128E+00              5.1128E+00
  1985.0           5.1133E+00              5.1133E+00
  1986.0           5.1138E+00              5.1138E+00
  1987.0           5.1143E+00              5.1143E+00
  1988.0           5.1148E+00              5.1148E+00
  1989.0           5.1153E+00              5.1153E+00
  1990.0           5.1158E+00              5.1158E+00
  1991.0           5.1163E+00              5.1163E+00
  1992.0           5.1168E+00              5.1168E+00
  1993.0           5.1173E+00              5.1173E+00
  1994.0           5.1178E+00              5.1178E+00
  1995.0           5.1184E+00              5.1184E+00
  1996.0           5.1189E+00              5.1189E+00
  1997.0           5.1194E+00              5.1194E+00
  1998.0           5.1199E+00              5.1199E+00
  1999.0           5.1204E+00              5.1204E+00
  2000.0           5.1209E+00              5.1209E+00
  2001.0           5.1214E+00              5.1214E+00
  2002.0           5.1219E+00              5.1219E+00
  2003.0           5.1224E+00              5.1224E+00
  2004.0           5.1229E+00              5.1229E+00
  2005.0           5.1234E+00              5.1234E+00
  2006.0           5.1239E+00              5.1239E+00
  2007.0           5.1244E+00              5.1244E+00
  2008.0           5.1249E+00              5.1249E+00
  2009.0           5.1255E+00              5.1255E+00
  2010.0           5.1260E+00              5.1260E+00
  2011.0           5.1265E+00              5.1265E+00
  2012.0           5.1270E+00              5.1270E+00
  2013.0           5.1275E+00              5.1275E+00
  2014.0           5.1280E+00              5.1280E+00
  2015.0           5.1285E+00              5.1285E+00
  2016.0           5.1290E+00              5.1290E+00
  2017.0           5.1295E+00              5.1295E+00
  2018.0           5.1300E+00              5.1300E+00
  2019.0           5.1305E+00              5.1305E+00
  2020.0           5.1310E+00              5.1310E+00
  2021.0           5.1315E+00              5.1315E+00
  2022.0           5.1320E+00              5.1320E+00
  2023.0           5.1325E+00              5.1325E+00
  2024.0           5.1331E+00              5.1331E+00
  2025.0           5.1336E+00              5.1336E+00
  2026.0           5.1341E+00              5.1341E+00
  2027.0           5.1346E+00              5.1346E+00
  2028.0           5.1351E+00              5.1351E+00
  2029.0           5.1356E+00              5.1356E+00
  2030.0           5.1361E+00              5.1361E+00
  2031.0           5.1366E+00              5.1366E+00
  2032.0           5.1371E+00              5.1371E+00
  2033.0           5.1376E+00              5.1376E+00
  2034.0           5.1381E+00              5.1381E+00
  2035.0           5.1386E+00              5.1386E+00
  2036.0           5.1391E+00              5.1391E+00
  2037.0           5.1396E+00              5.1396E+00
  2038.0           5.1401E+00              5.1401E+00
  2039.0           5.1406E+00              5.1406E+00
  2040.0           5.1411E+00              5.1411E+00
  2041.0           5.1417E+00              5.1417E+00
  2042.0           5.1422E+00              5.1422E+00
  2043.0           5.1427E+00              5.1427E+00
  2044.0           5.1432E+00              5.1432E+00
  2045.0           5.1437E+00              5.1437E+00
  2046.0           5.1442E+00              5.1442E+00
  2047.0           5.1447E+00              5.1447E+00
  2048.0           5.1452E+00              5.1452E+00
  2049.0           5.1457E+00              5.1457E+00
  2050.0           5.1462E+00              5.1462E+00
  2051.0           5.1467E+00              5.1467E+00
  2052.0           5.1472E+00              5.1472E+00
  2053.0           5.1477E+00              5.1477E+00
  2054.0           5.1482E+00              5.1482E+00
  2055.0           5.1487E+00              5.1487E+00
  2056.0           5.1492E+00              5.1492E+00
  2057.0           5.1497E+00              5.1497E+00
  2058.0           5.1502E+00              5.1502E+00
  2059.0           5.1507E+00              5.1507E+00
  2060.0           5.1512E+00              5.1512E+00
  2061.0           5.1518E+00              5.1518E+00
  2062.0           5.1523E+00              5.1523E+00
  2063.0           5.1528E+00              5.1528E+00
  2064.0           5.1533E+00              5.1533E+00
  2065.0           5.1538E+00              5.1538E+00
  2066.0           5.1543E+00              5.1543E+00
  2067.0           5.1548E+00              5.1548E+00
  2068.0           5.1553E+00              5.1553E+00
  2069.0           5.1558E+00              5.1558E+00
  2070.0           5.1563E+00              5.1563E+00
  2071.0           5.1568E+00              5.1568E+00
  2072.0           5.1573E+00              5.1573E+00
  2073.0           5.1578E+00              5.1578E+00
  2074.0           5.1583E+00              5.1583E+00
  2075.0           5.1588E+00              5.1588E+00
  2076.0           5.1593E+00              5.1593E+00
  2077.0           5.1598E+00              5.1598E+00
  2078.0           5.1603E+00              5.1603E+00
  2079.0           5.1608E+00              5.1608E+00
  2080.0           5.1613E+00              5.1613E+00
  2081.0           5.1618E+00              5.1618E+00
  2082.0           5.1623E+00              5.1623E+00
  2083.0           5.1628E+00              5.1628E+00
  2084.0           5.1633E+00              5.1633E+00
  2085.0           5.1638E+00              5.1638E+00
  2086.0           5.1644E+00              5.1644E+00
  2087.0           5.1649E+00              5.1649E+00
  2088.0           5.1654E+00              5.1654E+00
  2089.0           5.1659E+00              5.1659E+00
  2090.0           5.1664E+00              5.1664E+00
  2091.0           5.1669E+00              5.1669E+00
  2092.0           5.1674E+00              5.1674E+00
  2093.0           5.1679E+00              5.1679E+00
  2094.0           5.1684E+00              5.1684E+00
  2095.0           5.1689E+00              5.1689E+00
  2096.0           5.1694E+00              5.1694E+00
  2097.0           5.1699E+00              5.1699E+00
  2098.0           5.1704E+00              5.1704E+00
  2099.0           5.1709E+00              5.1709E+00
  2100.0           5.1714E+00              5.1714E+00
  2101.0           5.1719E+00              5.1719E+00
  2102.0           5.1724E+00              5.1724E+00
  2103.0           5.1729E+00              5.1729E+00
  2104.0           5.1734E+00              5.1734E+00
  2105.0           5.1739E+00              5.1739E+00
  2106.0           5.1744E+00              5.1744E+00
  2107.0           5.1749E+00              5.1749E+00
  2108.0           5.1754E+00              5.1754E+00
  2109.0           5.1759E+00              5.1759E+00
  2110.0           5.1764E+00              5.1764E+00
  2111.0           5.1769E+00              5.1769E+00
  2112.0           5.1774E+00              5.1774E+00
  2113.0           5.1779E+00              5.1779E+00
  2114.0           5.1784E+00              5.1784E+00
  2115.0           5.1789E+00              5.1789E+00
  2116.0           5.1794E+00              5.1794E+00
  2117.0           5.1799E+00              5.1799E+00
  2118.0           5.1804E+00              5.1804E+00
  2119.0           5.1809E+00              5.1809E+00
  2120.0           5.1814E+00              5.1814E+00
  2121.0           5.1819E+00              5.1819E+00
  2122.0           5.1824E+00              5.1824E+00
  2123.0           5.1829E+00              5.1829E+00
  2124.0           5.1834E+00              5.1834E+00
  2125.0           5.1839E+00              5.1839E+00
  2126.0           5.1844E+00              5.1844E+00
  2127.0           5.1849E+00              5.1849E+00
  2128.0           5.1855E+00              5.1855E+00
  2129.0           5.1860E+00              5.1860E+00
  2130.0           5.1865E+00              5.1865E+00
  2131.0           5.1870E+00              5.1870E+00
  2132.0           5.1875E+00              5.1875E+00
  2133.0           5.1880E+00              5.1880E+00
  2134.0           5.1885E+00              5.1885E+00
  2135.0           5.1890E+00              5.1890E+00
  2136.0           5.1895E+00              5.1895E+00
  2137.0           5.1900E+00              5.1900E+00
  2138.0           5.1905E+00              5.1905E+00
  2139.0           5.1910E+00              5.1910E+00
  2140.0           5.1915E+00              5.1915E+00
  2141.0           5.1920E+00              5.1920E+00
  2142.0           5.1925E+00              5.1925E+00
  2143.0           5.1930E+00              5.1930E+00
  2144.0           5.1935E+00              5.1935E+00
  2145.0           5.1940E+00              5.1940E+00
  2146.0           5.1945E+00              5.1945E+00
  2147.0           5.1950E+00              5.1950E+00
  2148.0           5.1955E+00              5.1955E+00
  2149.0           5.1960E+00              5.1960E+00
  2150.0           5.1965E+00              5.1965E+00
  2151.0           5.1970E+00              5.1970E+00
  2152.0           5.1975E+00              5.1975E+00
  2153.0           5.1980E+00              5.1980E+00
  2154.0           5.1985E+00              5.1985E+00
  2155.0           5.1990E+00              5.1990E+00
  2156.0           5.1995E+00              5.1995E+00
  2157.0           5.2000E+00              5.2000E+00
  2158.0           5.2005E+00              5.2005E+00
  2159.0           5.2010E+00              5.2010E+00
  2160.0           5.2015E+00              5.2015E+00
  2161.0           5.2020E+00              5.2020E+00
  2162.0           5.2025E+00              5.2025E+00
  2163.0           5.2030E+00              5.2030E+00
  2164.0           5.2035E+00              5.2035E+00
  2165.0           5.2040E+00              5.2040E+00
  2166.0           5.2045E+00              5.2045E+00
  2167.0           5.2050E+00              5.2050E+00
  2168.0           5.2055E+00              5.2055E+00
  2169.0           5.2060E+00              5.2060E+00
  2170.0           5.2065E+00              5.2065E+00
  2171.0           5.2070E+00              5.2070E+00
  2172.0           5.2075E+00              5.2075E+00
  2173.0           5.2080E+00              5.2080E+00
  2174.0           5.2085E+00              5.2085E+00
  2175.0           5.2090E+00              5.2090E+00
  2176.0           5.2095E+00              5.2095E+00
  2177.0           5.2100E+00              5.2100E+00
  2178.0           5.2105E+00              5.2105E+00
  2179.0           5.2110E+00              5.2110E+00
  2180.0           5.2115E+00              5.2115E+00
  2181.0           5.2120E+00              5.2120E+00
  2182.0           5.2125E+00              5.2125E+00
  2183.0           5.2130E+00              5.2130E+00
  2184.0           5.2135E+00              5.2135E+00
  2185.0           5.2140E+00              5.2140E+00
  2186.0           5.2145E+00              5.2145E+00
  2187.0           5.2150E+00              5.2150E+00
  2188.0           5.2155E+00              5.2155E+00
  2189.0           5.2160E+00              5.2160E+00
  2190.0           5.2165E+00              5.2165E+00
  2191.0           5.2170E+00              5.2170E+00
  2192.0           5.2175E+00              5.2175E+00
  2193.0           5.2180E+00              5.2180E+00
  2194.0           5.2185E+00              5.2185E+00
  2195.0           5.2190E+00              5.2190E+00
  2196.0           5.2195E+00              5.2195E+00
  2197.0           5.2200E+00              5.2200E+00
  2198.0           5.2205E+00              5.2205E+00
  2199.0           5.2210E+00              5.2210E+00
  2200.0           5.2215E+00              5.2215E+00
  2201.0           5.2220E+00              5.2220E+00
  2202.0           5.2225E+00              5.2225E+00
  2203.0           5.2230E+00              5.2230E+00
  2204.0           5.2235E+00              5.2235E+00
  2205.0           5.2240E+00              5.2240E+00
  2206.0           5.2245E+00              5.2245E+00
  2207.0           5.2250E+00              5.2250E+00
  2208.0           5.2255E+00              5.2255E+00
  2209.0           5.2260E+00              5.2260E+00
  2210.0           5.2265E+00              5.2265E+00
  2211.0           5.2270E+00              5.2270E+00
  2212.0           5.2275E+00              5.2275E+00
  2213.0           5.2280E+00              5.2280E+00
  2214.0           5.2285E+00              5.2285E+00
  2215.0           5.2290E+00              5.2290E+00
  2216.0           5.2295E+00              5.2295E+00
  2217.0           5.2300E+00              5.2300E+00
  2218.0           5.2305E+00              5.2305E+00
  2219.0           5.2310E+00              5.2310E+00
  2220.0           5.2315E+00              5.2315E+00
  2221.0           5.2320E+00              5.2320E+00
  2222.0           5.2325E+00              5.2325E+00
  2223.0           5.2330E+00              5.2330E+00
  2224.0           5.2335E+00              5.2335E+00
  2225.0           5.2340E+00              5.2340E+00
  2226.0           5.2345E+00              5.2345E+00
  2227.0           5.2350E+00              5.2350E+00
  2228.0           5.2355E+00              5.2355E+00
  2229.0           5.2360E+00              5.2360E+00
  2230.0           5.2365E+00              5.2365E+00
  2231.0           5.2370E+00              5.2370E+00
  2232.0           5.2375E+00              5.2375E+00
  2233.0           5.2380E+00              5.2380E+00
  2234.0           5.2385E+00              5.2385E+00
  2235.0           5.2390E+00              5.2390E+00
  2236.0           5.2395E+00              5.2395E+00
  2237.0           5.2400E+00              5.2400E+00
  2238.0           5.2405E+00              5.2405E+00
  2239.0           5.2409E+00              5.2409E+00
  2240.0           5.2415E+00              5.2415E+00
  2241.0           5.2420E+00              5.2420E+00
  2242.0           5.2424E+00              5.2424E+00
  2243.0           5.2430E+00              5.2430E+00
  2244.0           5.2435E+00              5.2435E+00
  2245.0           5.2439E+00              5.2439E+00
  2246.0           5.2445E+00              5.2445E+00
  2247.0           5.2449E+00              5.2449E+00
  2248.0           5.2454E+00              5.2454E+00
  2249.0           5.2460E+00              5.2460E+00
  2250.0           5.2464E+00              5.2464E+00
  2251.0           5.2469E+00              5.2469E+00
  2252.0           5.2475E+00              5.2475E+00
  2253.0           5.2479E+00              5.2479E+00
  2254.0           5.2484E+00              5.2484E+00
  2255.0           5.2489E+00              5.2489E+00
  2256.0           5.2494E+00              5.2494E+00
  2257.0           5.2500E+00              5.2500E+00
  2258.0           5.2504E+00              5.2504E+00
  2259.0           5.2509E+00              5.2509E+00
  2260.0           5.2515E+00              5.2515E+00
  2261.0           5.2519E+00              5.2519E+00
  2262.0           5.2524E+00              5.2524E+00
  2263.0           5.2529E+00              5.2529E+00
  2264.0           5.2534E+00              5.2534E+00
  2265.0           5.2539E+00              5.2539E+00
  2266.0           5.2544E+00              5.2544E+00
  2267.0           5.2549E+00              5.2549E+00
  2268.0           5.2554E+00              5.2554E+00
  2269.0           5.2559E+00              5.2559E+00
  2270.0           5.2564E+00              5.2564E+00
  2271.0           5.2569E+00              5.2569E+00
  2272.0           5.2574E+00              5.2574E+00
  2273.0           5.2580E+00              5.2580E+00
  2274.0           5.2584E+00              5.2584E+00
  2275.0           5.2589E+00              5.2589E+00
  2276.0           5.2594E+00              5.2594E+00
  2277.0           5.2599E+00              5.2599E+00
  2278.0           5.2605E+00              5.2605E+00
  2279.0           5.2609E+00              5.2609E+00
  2280.0           5.2615E+00              5.2615E+00
  2281.0           5.2620E+00              5.2620E+00
  2282.0           5.2624E+00              5.2624E+00
  2283.0           5.2630E+00              5.2630E+00
  2284.0           5.2634E+00              5.2634E+00
  2285.0           5.2640E+00              5.2640E+00
  2286.0           5.2645E+00              5.2645E+00
  2287.0           5.2650E+00              5.2650E+00
  2288.0           5.2655E+00              5.2655E+00
  2289.0           5.2660E+00              5.2660E+00
  2290.0           5.2665E+00              5.2665E+00
  2291.0           5.2670E+00              5.2670E+00
  2292.0           5.2675E+00              5.2675E+00
  2293.0           5.2680E+00              5.2680E+00
  2294.0           5.2685E+00              5.2685E+00
  2295.0           5.2690E+00              5.2690E+00
  2296.0           5.2695E+00              5.2695E+00
  2297.0           5.2700E+00              5.2700E+00
  2298.0           5.2705E+00              5.2705E+00
  2299.0           5.2710E+00              5.2710E+00
  2300.0           5.2715E+00              5.2715E+00
  2301.0           5.2720E+00              5.2720E+00
  2302.0           5.2725E+00              5.2725E+00
  2303.0           5.2730E+00              5.2730E+00
  2304.0           5.2735E+00              5.2735E+00
  2305.0           5.2740E+00              5.2740E+00
  2306.0           5.2745E+00              5.2745E+00
  2307.0           5.2750E+00              5.2750E+00
  2308.0           5.2755E+00              5.2755E+00
  2309.0           5.2760E+00              5.2760E+00
  2310.0           5.2765E+00              5.2765E+00
  2311.0           5.2770E+00              5.2770E+00
  2312.0           5.2775E+00              5.2775E+00
  2313.0           5.2780E+00              5.2780E+00
  2314.0           5.2785E+00              5.2785E+00
  2315.0           5.2790E+00              5.2790E+00
  2316.0           5.2795E+00              5.2795E+00
  2317.0           5.2800E+00              5.2800E+00
  2318.0           5.2805E+00              5.2805E+00
  2319.0           5.2810E+00              5.2810E+00
  2320.0           5.2815E+00              5.2815E+00
  2321.0           5.2820E+00              5.2820E+00
  2322.0           5.2825E+00              5.2825E+00
  2323.0           5.2830E+00              5.2830E+00
  2324.0           5.2835E+00              5.2835E+00
  2325.0           5.2840E+00              5.2840E+00
  2326.0           5.2845E+00              5.2845E+00
  2327.0           5.2850E+00              5.2850E+00
  2328.0           5.2855E+00              5.2855E+00
  2329.0           5.2860E+00              5.2860E+00
  2330.0           5.2865E+00              5.2865E+00
  2331.0           5.2871E+00              5.2871E+00
  2332.0           5.2876E+00              5.2876E+00
  2333.0           5.2881E+00              5.2881E+00
  2334.0           5.2886E+00              5.2886E+00
  2335.0           5.2891E+00              5.2891E+00
  2336.0           5.2896E+00              5.2896E+00
  2337.0           5.2901E+00              5.2901E+00
  2338.0           5.2906E+00              5.2906E+00
  2339.0           5.2911E+00              5.2911E+00
  2340.0           5.2916E+00              5.2916E+00
  2341.0           5.2921E+00              5.2921E+00
  2342.0           5.2926E+00              5.2926E+00
  2343.0           5.2931E+00              5.2931E+00
  2344.0           5.2936E+00              5.2936E+00
  2345.0           5.2941E+00              5.2941E+00
  2346.0           5.2946E+00              5.2946E+00
  2347.0           5.2951E+00              5.2951E+00
  2348.0           5.2956E+00              5.2956E+00
  2349.0           5.2961E+00              5.2961E+00
  2350.0           5.2966E+00              5.2966E+00
  2351.0           5.2971E+00              5.2971E+00
  2352.0           5.2977E+00              5.2977E+00
  2353.0           5.2981E+00              5.2981E+00
  2354.0           5.2987E+00              5.2987E+00
  2355.0           5.2992E+00              5.2992E+00
  2356.0           5.2997E+00              5.2997E+00
  2357.0           5.3002E+00              5.3002E+00
  2358.0           5.3007E+00              5.3007E+00
  2359.0           5.3012E+00              5.3012E+00
  2360.0           5.3017E+00              5.3017E+00
  2361.0           5.3022E+00              5.3022E+00
  2362.0           5.3027E+00              5.3027E+00
  2363.0           5.3032E+00              5.3032E+00
  2364.0           5.3037E+00              5.3037E+00
  2365.0           5.3042E+00              5.3042E+00
  2366.0           5.3047E+00              5.3047E+00
  2367.0           5.3052E+00              5.3052E+00
  2368.0           5.3058E+00              5.3058E+00
  2369.0           5.3063E+00              5.3063E+00
  2370.0           5.3068E+00              5.3068E+00
  2371.0           5.3073E+00              5.3073E+00
  2372.0           5.3078E+00              5.3078E+00
  2373.0           5.3083E+00              5.3083E+00
  2374.0           5.3088E+00              5.3088E+00
  2375.0           5.3093E+00              5.3093E+00
  2376.0           5.3098E+00              5.3098E+00
  2377.0           5.3103E+00              5.3103E+00
  2378.0           5.3108E+00              5.3108E+00
  2379.0           5.3113E+00              5.3113E+00
  2380.0           5.3118E+00              5.3118E+00
  2381.0           5.3124E+00              5.3124E+00
  2382.0           5.3129E+00              5.3129E+00
  2383.0           5.3134E+00              5.3134E+00
  2384.0           5.3139E+00              5.3139E+00
  2385.0           5.3144E+00              5.3144E+00
  2386.0           5.3149E+00              5.3149E+00
  2387.0           5.3154E+00              5.3154E+00
  2388.0           5.3159E+00              5.3159E+00
  2389.0           5.3164E+00              5.3164E+00
  2390.0           5.3169E+00              5.3169E+00
  2391.0           5.3174E+00              5.3174E+00
  2392.0           5.3179E+00              5.3179E+00
  2393.0           5.3184E+00              5.3184E+00
  2394.0           5.3190E+00              5.3190E+00
  2395.0           5.3195E+00              5.3195E+00
  2396.0           5.3200E+00              5.3200E+00
  2397.0           5.3205E+00              5.3205E+00
  2398.0           5.3210E+00              5.3210E+00
  2399.0           5.3215E+00              5.3215E+00
  2400.0           5.3220E+00              5.3220E+00
  2401.0           5.3225E+00              5.3225E+00
  2402.0           5.3230E+00              5.3230E+00
  2403.0           5.3235E+00              5.3235E+00
  2404.0           5.3240E+00              5.3240E+00
  2405.0           5.3246E+00              5.3246E+00
  2406.0           5.3251E+00              5.3251E+00
  2407.0           5.3256E+00              5.3256E+00
  2408.0           5.3261E+00              5.3261E+00
  2409.0           5.3266E+00              5.3266E+00
  2410.0           5.3271E+00              5.3271E+00
  2411.0           5.3276E+00              5.3276E+00
  2412.0           5.3281E+00              5.3281E+00
  2413.0           5.3286E+00              5.3286E+00
  2414.0           5.3291E+00              5.3291E+00
  2415.0           5.3296E+00              5.3296E+00
  2416.0           5.3301E+00              5.3301E+00
  2417.0           5.3306E+00              5.3306E+00
  2418.0           5.3312E+00              5.3312E+00
  2419.0           5.3317E+00              5.3317E+00
  2420.0           5.3322E+00              5.3322E+00
  2421.0           5.3327E+00              5.3327E+00
  2422.0           5.3332E+00              5.3332E+00
  2423.0           5.3337E+00              5.3337E+00
  2424.0           5.3342E+00              5.3342E+00
  2425.0           5.3347E+00              5.3347E+00
  2426.0           5.3352E+00              5.3352E+00
  2427.0           5.3357E+00              5.3357E+00
  2428.0           5.3362E+00              5.3362E+00
  2429.0           5.3367E+00              5.3367E+00
  2430.0           5.3372E+00              5.3372E+00
  2431.0           5.3378E+00              5.3378E+00
  2432.0           5.3383E+00              5.3383E+00
  2433.0           5.3388E+00              5.3388E+00
  2434.0           5.3393E+00              5.3393E+00
  2435.0           5.3398E+00              5.3398E+00
  2436.0           5.3403E+00              5.3403E+00
  2437.0           5.3408E+00              5.3408E+00
  2438.0           5.3413E+00              5.3413E+00
  2439.0           5.3418E+00              5.3418E+00
  2440.0           5.3423E+00              5.3423E+00
  2441.0           5.3428E+00              5.3428E+00
  2442.0           5.3433E+00              5.3433E+00
  2443.0           5.3438E+00              5.3438E+00
  2444.0           5.3443E+00              5.3443E+00
  2445.0           5.3448E+00              5.3448E+00
  2446.0           5.3453E+00              5.3453E+00
  2447.0           5.3459E+00              5.3459E+00
  2448.0           5.3464E+00              5.3464E+00
  2449.0           5.3469E+00              5.3469E+00
  2450.0           5.3474E+00              5.3474E+00
  2451.0           5.3479E+00              5.3479E+00
  2452.0           5.3484E+00              5.3484E+00
  2453.0           5.3489E+00              5.3489E+00
  2454.0           5.3494E+00              5.3494E+00
  2455.0           5.3499E+00              5.3499E+00
  2456.0           5.3504E+00              5.3504E+00
  2457.0           5.3509E+00              5.3509E+00
  2458.0           5.3514E+00              5.3514E+00
  2459.0           5.3519E+00              5.3519E+00
  2460.0           5.3524E+00              5.3524E+00
  2461.0           5.3529E+00              5.3529E+00
  2462.0           5.3534E+00              5.3534E+00
  2463.0           5.3539E+00              5.3539E+00
  2464.0           5.3544E+00              5.3544E+00
  2465.0           5.3549E+00              5.3549E+00
  2466.0           5.3554E+00              5.3554E+00
  2467.0           5.3559E+00              5.3559E+00
  2468.0           5.3564E+00              5.3564E+00
  2469.0           5.3569E+00              5.3569E+00
  2470.0           5.3574E+00              5.3574E+00
  2471.0           5.3579E+00              5.3579E+00
  2472.0           5.3584E+00              5.3584E+00
  2473.0           5.3589E+00              5.3589E+00
  2474.0           5.3594E+00              5.3594E+00
  2475.0           5.3599E+00              5.3599E+00
  2476.0           5.3604E+00              5.3604E+00
  2477.0           5.3609E+00              5.3609E+00
  2478.0           5.3614E+00              5.3614E+00
  2479.0           5.3619E+00              5.3619E+00
  2480.0           5.3624E+00              5.3624E+00
  2481.0           5.3629E+00              5.3629E+00
  2482.0           5.3634E+00              5.3634E+00
  2483.0           5.3639E+00              5.3639E+00
  2484.0           5.3644E+00              5.3644E+00
  2485.0           5.3649E+00              5.3649E+00
  2486.0           5.3654E+00              5.3654E+00
  2487.0           5.3659E+00              5.3659E+00
  2488.0           5.3664E+00              5.3664E+00
  2489.0           5.3669E+00              5.3669E+00
  2490.0           5.3674E+00              5.3674E+00
  2491.0           5.3679E+00              5.3679E+00
  2492.0           5.3684E+00              5.3684E+00
  2493.0           5.3689E+00              5.3689E+00
  2494.0           5.3694E+00              5.3694E+00
  2495.0           5.3699E+00              5.3699E+00
  2496.0           5.3704E+00              5.3704E+00
  2497.0           5.3709E+00              5.3709E+00
  2498.0           5.3714E+00              5.3714E+00
  2499.0           5.3719E+00              5.3719E+00
  2500.0           5.3723E+00              5.3723E+00
  2501.0           5.3728E+00              5.3728E+00
  2502.0           5.3733E+00              5.3733E+00
  2503.0           5.3738E+00              5.3738E+00
  2504.0           5.3743E+00              5.3743E+00
  2505.0           5.3748E+00              5.3748E+00
  2506.0           5.3753E+00              5.3753E+00
  2507.0           5.3758E+00              5.3758E+00
  2508.0           5.3763E+00              5.3763E+00
  2509.0           5.3768E+00              5.3768E+00
  2510.0           5.3773E+00              5.3773E+00
  2511.0           5.3777E+00              5.3777E+00
  2512.0           5.3782E+00              5.3782E+00
  2513.0           5.3787E+00              5.3787E+00
  2514.0           5.3792E+00              5.3792E+00
  2515.0           5.3797E+00              5.3797E+00
  2516.0           5.3802E+00              5.3802E+00
  2517.0           5.3807E+00              5.3807E+00
  2518.0           5.3812E+00              5.3812E+00
  2519.0           5.3817E+00              5.3817E+00
  2520.0           5.3822E+00              5.3822E+00
  2521.0           5.3826E+00              5.3826E+00
  2522.0           5.3831E+00              5.3831E+00
  2523.0           5.3836E+00              5.3836E+00
  2524.0           5.3841E+00              5.3841E+00
  2525.0           5.3846E+00              5.3846E+00
  2526.0           5.3851E+00              5.3851E+00
  2527.0           5.3855E+00              5.3855E+00
  2528.0           5.3860E+00              5.3860E+00
  2529.0           5.3865E+00              5.3865E+00
  2530.0           5.3870E+00              5.3870E+00
  2531.0           5.3875E+00              5.3875E+00
  2532.0           5.3880E+00              5.3880E+00
  2533.0           5.3884E+00              5.3884E+00
  2534.0           5.3889E+00              5.3889E+00
  2535.0           5.3894E+00              5.3894E+00
  2536.0           5.3899E+00              5.3899E+00
  2537.0           5.3904E+00              5.3904E+00
  2538.0           5.3909E+00              5.3909E+00
  2539.0           5.3913E+00              5.3913E+00
  2540.0           5.3918E+00              5.3918E+00
  2541.0           5.3923E+00              5.3923E+00
  2542.0           5.3928E+00              5.3928E+00
  2543.0           5.3932E+00              5.3932E+00
  2544.0           5.3937E+00              5.3937E+00
  2545.0           5.3942E+00              5.3942E+00
  2546.0           5.3947E+00              5.3947E+00
  2547.0           5.3952E+00              5.3952E+00
  2548.0           5.3956E+00              5.3956E+00
  2549.0           5.3961E+00              5.3961E+00
  2550.0           5.3966E+00              5.3966E+00
  2551.0           5.3971E+00              5.3971E+00
  2552.0           5.3975E+00              5.3975E+00
  2553.0           5.3980E+00              5.3980E+00
  2554.0           5.3985E+00              5.3985E+00
  2555.0           5.3990E+00              5.3990E+00
  2556.0           5.3994E+00              5.3994E+00
  2557.0           5.3999E+00              5.3999E+00
  2558.0           5.4004E+00              5.4004E+00
  2559.0           5.4008E+00              5.4008E+00
  2560.0           5.4013E+00              5.4013E+00
  2561.0           5.4018E+00              5.4018E+00
